0	0	0	0	0	0	999	0	0.117	0	0.883	4
1	0	0	0	0	1	999	0	0.307	0	0.693	4
1	0	1	0	0	0	40.68	0.002	0.977	0	0.021	2
0	0	0	0	0	1	999	0	0.117	0	0.883	4
1	0	1	0	0	1	999	0.002	0.977	0	0.021	2
0	1	0	0	0	1	60.11	0.001	0.999	0	0	2
0	0	0	1	0	1	999	0	0.353	0	0.647	4
1	0	0	1	1	0	999	0.031	0	0.964	0.006	3
1	0	1	1	1	0	999	0.337	0	0.663	0	3
1	0	0	1	0	1	999	0.004	0.643	0	0.353	2
0	0	0	0	0	0	999	0	0.117	0	0.883	4
1	1	1	1	1	0	999	0.957	0	0.043	0	1
0	1	0	0	0	1	999	0.001	0.999	0	0	2
1	0	0	1	0	1	84.38	0.004	0.643	0	0.353	2
0	0	0	0	0	1	85.95	0	0.117	0	0.883	4
0	0	0	1	0	1	72.79	0	0.353	0	0.647	4
1	0	0	1	0	0	999	0.004	0.643	0	0.353	2
1	999	1	1	1	0	67.71	0.869	0	0.131	0	1
1	0	0	1	1	0	999	0.031	0	0.964	0.006	3
0	0	0	1	1	1	999	0.008	0	0.965	0.026	3
0	0	0	999	1	0	999	0.004	0	0.841	0.156	3
1	0	1	0	1	0	999	0.048	0	0.951	0.001	3
1	1	1	1	1	1	79.65	0.957	0	0.043	0	1
1	1	1	1	1	0	999	0.957	0	0.043	0	1
1	1	1	999	1	0	69.43	0.917	0	0.083	0	1
1	1	0	0	1	1	999	0.121	0	0.879	0	3
1	0	0	0	0	0	999	0	0.307	0	0.693	4
1	0	0	0	1	0	999	0.003	0	0.937	0.06	3
1	0	0	999	0	0	67.57	0	0.347	0	0.652	4
0	1	1	0	0	0	999	0.013	0.987	0	0	2
0	0	0	0	0	0	85.13	0	0.117	0	0.883	4
1	0	0	1	1	1	74.08	0.031	0	0.964	0.006	3
1	1	0	0	0	1	999	0.006	0.994	0	0	2
999	0	0	0	0	0	999	0	0.186	0	0.814	4
1	1	1	1	1	0	999	0.957	0	0.043	0	1
1	1	0	1	1	1	999	0.58	0	0.42	0	1
0	0	0	1	0	0	68.04	0	0.353	0	0.647	4
1	1	1	1	1	1	999	0.957	0	0.043	0	1
1	1	1	1	1	0	999	0.957	0	0.043	0	1
0	0	0	1	0	0	999	0	0.353	0	0.647	4
0	0	0	0	0	1	999	0	0.117	0	0.883	4
1	1	1	1	0	0	999	0.65	0.35	0	0	1
1	0	1	0	0	0	999	0.002	0.977	0	0.021	2
0	0	0	0	0	1	999	0	0.117	0	0.883	4
1	1	0	1	1	1	999	0.58	0	0.42	0	1
0	1	1	0	1	1	42.82	0.376	0	0.624	0	3
1	1	1	1	1	0	66.01	0.957	0	0.043	0	1
1	0	0	0	0	0	999	0	0.307	0	0.693	4
0	1	1	1	1	1	74.98	0.859	0	0.141	0	1
0	1	0	0	0	0	999	0.001	0.999	0	0	2
0	0	0	0	0	0	999	0	0.117	0	0.883	4
1	1	1	1	1	0	79.82	0.957	0	0.043	0	1
1	1	0	0	0	0	999	0.006	0.994	0	0	2
1	1	0	1	1	1	51.06	0.58	0	0.42	0	1
0	0	0	0	0	1	78.66	0	0.117	0	0.883	4
1	1	0	0	0	0	999	0.006	0.994	0	0	2
1	0	0	1	1	0	96.39	0.031	0	0.964	0.006	3
1	1	0	0	0	1	73.07	0.006	0.994	0	0	2
1	0	1	1	0	0	999	0.056	0.94	0	0.005	2
1	0	0	1	0	1	999	0.004	0.643	0	0.353	2
0	999	0	0	0	0	999	0	0.17	0	0.829	4
1	0	0	0	0	0	999	0	0.307	0	0.693	4
0	0	0	0	0	0	999	0	0.117	0	0.883	4
1	1	1	1	1	0	999	0.957	0	0.043	0	1
0	0	0	0	0	0	999	0	0.117	0	0.883	4
0	0	0	0	0	0	999	0	0.117	0	0.883	4
0	1	0	1	0	1	999	0.033	0.967	0	0	2
0	0	0	1	0	1	999	0	0.353	0	0.647	4
0	0	0	1	0	1	60.47	0	0.353	0	0.647	4
1	1	1	1	1	1	999	0.957	0	0.043	0	1
1	1	1	1	1	0	999	0.957	0	0.043	0	1
1	0	1	0	0	1	999	0.002	0.977	0	0.021	2
1	1	1	1	1	1	72.38	0.957	0	0.043	0	1
0	1	0	0	0	1	57.18	0.001	0.999	0	0	2
0	0	1	1	1	1	999	0.122	0	0.877	0	3
1	0	0	0	1	0	84.86	0.003	0	0.937	0.06	3
1	1	1	1	0	0	999	0.65	0.35	0	0	1
0	0	0	0	0	1	999	0	0.117	0	0.883	4
0	0	0	0	0	1	67.42	0	0.117	0	0.883	4
1	1	0	0	1	0	999	0.121	0	0.879	0	3
1	0	0	0	1	0	94.53	0.003	0	0.937	0.06	3
1	1	1	1	1	0	999	0.957	0	0.043	0	1
1	1	1	1	1	0	56.29	0.957	0	0.043	0	1
1	1	1	1	1	0	56.13	0.957	0	0.043	0	1
1	0	0	0	1	0	999	0.003	0	0.937	0.06	3
1	1	1	1	1	1	999	0.957	0	0.043	0	1
1	1	0	0	1	1	999	0.121	0	0.879	0	3
1	1	1	1	1	0	76.52	0.957	0	0.043	0	1
1	0	1	0	1	0	56.88	0.048	0	0.951	0.001	3
1	0	0	1	0	1	999	0.004	0.643	0	0.353	2
0	0	999	1	0	1	999	0.004	0.551	0	0.445	2
0	1	1	0	0	1	999	0.013	0.987	0	0	2
1	0	0	0	0	1	999	0	0.307	0	0.693	4
1	0	1	1	0	0	999	0.056	0.94	0	0.005	2
0	0	0	0	1	1	999	0.001	0	0.763	0.236	3
0	1	0	0	0	0	999	0.001	0.999	0	0	2
1	1	1	1	1	0	999	0.957	0	0.043	0	1
1	1	1	0	1	1	999	0.687	0	0.313	0	1
0	0	0	0	0	1	999	0	0.117	0	0.883	4
0	1	1	1	1	0	66.72	0.859	0	0.141	0	1
0	1	999	1	1	0	999	0.75	0	0.25	0	1
0	0	0	0	0	0	999	0	0.117	0	0.883	4
1	1	1	0	0	1	999	0.063	0.937	0	0	2
1	0	0	0	0	1	999	0	0.307	0	0.693	4
1	1	0	1	1	1	74.58	0.58	0	0.42	0	1
1	0	1	1	1	0	999	0.337	0	0.663	0	3
1	0	0	0	1	1	999	0.003	0	0.937	0.06	3
1	1	1	0	1	0	79.21	0.687	0	0.313	0	1
0	0	0	0	0	1	999	0	0.117	0	0.883	4
1	1	1	1	1	0	999	0.957	0	0.043	0	1
1	0	0	0	0	0	999	0	0.307	0	0.693	4
1	0	0	0	0	1	999	0	0.307	0	0.693	4
0	0	0	1	1	1	999	0.008	0	0.965	0.026	3
0	0	0	1	0	0	54.25	0	0.353	0	0.647	4
0	0	0	0	0	0	999	0	0.117	0	0.883	4
1	1	1	1	0	1	999	0.65	0.35	0	0	1
0	0	0	0	0	1	999	0	0.117	0	0.883	4
1	1	1	1	1	0	999	0.957	0	0.043	0	1
1	0	1	0	1	0	64.6	0.048	0	0.951	0.001	3
1	1	1	0	1	0	999	0.687	0	0.313	0	1
1	1	1	1	1	1	999	0.957	0	0.043	0	1
1	1	1	1	1	0	84.09	0.957	0	0.043	0	1
1	1	1	1	1	0	999	0.957	0	0.043	0	1
1	0	0	0	1	1	999	0.003	0	0.937	0.06	3
0	0	1	1	1	0	999	0.122	0	0.877	0	3
0	0	1	0	0	1	999	0	0.934	0	0.066	2
0	0	0	0	0	0	999	0	0.117	0	0.883	4
0	0	0	0	0	0	999	0	0.117	0	0.883	4
1	1	1	0	1	0	999	0.687	0	0.313	0	1
1	1	1	1	1	0	999	0.957	0	0.043	0	1
0	1	1	1	1	1	999	0.859	0	0.141	0	1
0	0	0	0	0	1	84.54	0	0.117	0	0.883	4
0	0	0	1	0	1	999	0	0.353	0	0.647	4
1	1	1	0	1	1	999	0.687	0	0.313	0	1
1	1	1	1	1	1	999	0.957	0	0.043	0	1
1	0	0	1	0	1	999	0.004	0.643	0	0.353	2
1	1	0	1	0	1	999	0.15	0.85	0	0	2
0	0	1	0	1	1	999	0.014	0	0.982	0.004	3
1	0	999	0	0	1	999	0.001	0.501	0	0.498	2
1	1	1	1	1	0	999	0.957	0	0.043	0	1
1	1	0	1	0	1	999	0.15	0.85	0	0	2
1	1	1	1	1	0	42.11	0.957	0	0.043	0	1
1	0	0	0	0	0	89.1	0	0.307	0	0.693	4
0	1	1	1	0	1	79.76	0.262	0.738	0	0	2
0	0	1	0	0	0	999	0	0.934	0	0.066	2
999	0	0	0	999	0	47.12	0	0.159	0.125	0.716	4
1	1	1	1	1	0	88.5	0.957	0	0.043	0	1
0	0	0	0	0	1	66.77	0	0.117	0	0.883	4
0	0	0	0	0	0	999	0	0.117	0	0.883	4
0	0	0	1	1	1	75.22	0.008	0	0.965	0.026	3
0	0	0	0	0	1	999	0	0.117	0	0.883	4
1	0	1	0	0	0	999	0.002	0.977	0	0.021	2
0	0	0	0	0	1	999	0	0.117	0	0.883	4
1	0	1	1	0	0	39.14	0.056	0.94	0	0.005	2
1	1	1	1	1	0	77.37	0.957	0	0.043	0	1
0	0	0	0	0	0	999	0	0.117	0	0.883	4
1	1	1	1	1	1	999	0.957	0	0.043	0	1
0	0	0	0	0	0	999	0	0.117	0	0.883	4
0	1	1	0	1	1	67.42	0.376	0	0.624	0	3
0	0	0	0	0	1	64.62	0	0.117	0	0.883	4
1	0	1	0	1	1	999	0.048	0	0.951	0.001	3
1	1	1	1	0	0	999	0.65	0.35	0	0	1
1	0	1	1	1	1	68.58	0.337	0	0.663	0	3
0	0	0	0	0	0	60.34	0	0.117	0	0.883	4
0	0	0	0	0	0	999	0	0.117	0	0.883	4
0	0	0	0	0	0	999	0	0.117	0	0.883	4
0	0	0	0	1	1	999	0.001	0	0.763	0.236	3
1	1	0	0	0	1	51.39	0.006	0.994	0	0	2
1	1	1	1	1	1	68.1	0.957	0	0.043	0	1
0	0	0	1	1	0	999	0.008	0	0.965	0.026	3
0	0	1	0	0	1	69.93	0	0.934	0	0.066	2
1	0	1	0	0	0	60.46	0.002	0.977	0	0.021	2
1	1	999	0	999	0	999	0.285	0.47	0.245	0	2
1	0	1	1	1	0	67.9	0.337	0	0.663	0	3
1	0	1	0	0	0	999	0.002	0.977	0	0.021	2
1	1	1	0	1	0	88.35	0.687	0	0.313	0	1
0	0	0	0	1	0	999	0.001	0	0.763	0.236	3
1	1	1	0	0	1	999	0.063	0.937	0	0	2
1	0	0	0	1	1	64.42	0.003	0	0.937	0.06	3
1	0	1	0	0	1	999	0.002	0.977	0	0.021	2
1	1	1	1	1	1	999	0.957	0	0.043	0	1
0	1	1	1	1	1	66.04	0.859	0	0.141	0	1
1	1	1	0	0	1	999	0.063	0.937	0	0	2
1	0	1	0	1	0	999	0.048	0	0.951	0.001	3
1	1	1	1	0	0	90.83	0.65	0.35	0	0	1
1	0	0	0	0	0	999	0	0.307	0	0.693	4
0	0	0	0	0	1	999	0	0.117	0	0.883	4
1	1	1	1	1	1	999	0.957	0	0.043	0	1
1	1	1	1	1	1	73.79	0.957	0	0.043	0	1
1	0	0	0	0	0	999	0	0.307	0	0.693	4
0	0	0	0	0	1	999	0	0.117	0	0.883	4
1	0	1	0	1	1	999	0.048	0	0.951	0.001	3
0	0	1	0	0	0	999	0	0.934	0	0.066	2
0	0	0	0	0	0	32.18	0	0.117	0	0.883	4
1	1	999	1	1	1	64.63	0.916	0	0.084	0	1
0	0	0	0	0	1	91.45	0	0.117	0	0.883	4
0	0	0	0	0	0	999	0	0.117	0	0.883	4
1	0	0	0	0	1	78.05	0	0.307	0	0.693	4
0	0	1	0	0	0	999	0	0.934	0	0.066	2
0	0	0	0	0	0	999	0	0.117	0	0.883	4
0	0	1	0	0	0	72.98	0	0.934	0	0.066	2
0	1	1	1	1	0	57.28	0.859	0	0.141	0	1
999	999	999	999	1	0	999	0.547	0	0.438	0.015	1
0	1	1	1	1	0	64.72	0.859	0	0.141	0	1
0	0	0	0	0	0	999	0	0.117	0	0.883	4
1	1	1	1	1	1	999	0.957	0	0.043	0	1
0	0	0	0	0	0	82.69	0	0.117	0	0.883	4
0	0	0	0	0	0	76.93	0	0.117	0	0.883	4
0	0	0	0	0	0	999	0	0.117	0	0.883	4
1	0	1	0	0	1	999	0.002	0.977	0	0.021	2
1	0	0	0	0	1	999	0	0.307	0	0.693	4
1	0	1	1	1	1	58.98	0.337	0	0.663	0	3
1	0	1	0	0	1	64.97	0.002	0.977	0	0.021	2
0	0	1	1	1	1	999	0.122	0	0.877	0	3
1	1	1	1	1	0	999	0.957	0	0.043	0	1
0	0	0	0	0	1	999	0	0.117	0	0.883	4
1	0	1	0	1	0	90.15	0.048	0	0.951	0.001	3
1	1	1	1	1	0	999	0.957	0	0.043	0	1
1	1	1	1	1	0	75.71	0.957	0	0.043	0	1
1	0	0	1	0	0	999	0.004	0.643	0	0.353	2
1	0	1	1	1	0	61.43	0.337	0	0.663	0	3
0	0	0	0	0	0	41.04	0	0.117	0	0.883	4
1	1	1	0	1	1	84.07	0.687	0	0.313	0	1
1	0	0	0	1	0	81.21	0.003	0	0.937	0.06	3
0	0	0	0	0	1	999	0	0.117	0	0.883	4
0	0	0	0	0	1	999	0	0.117	0	0.883	4
1	1	0	0	0	0	999	0.006	0.994	0	0	2
0	1	1	1	1	1	999	0.859	0	0.141	0	1
0	0	0	0	0	1	999	0	0.117	0	0.883	4
1	1	1	1	1	1	999	0.957	0	0.043	0	1
1	1	1	1	1	0	999	0.957	0	0.043	0	1
1	1	1	1	1	0	66.44	0.957	0	0.043	0	1
1	0	1	0	1	0	62.96	0.048	0	0.951	0.001	3
1	1	1	1	1	0	999	0.957	0	0.043	0	1
1	0	1	0	1	0	56.44	0.048	0	0.951	0.001	3
0	0	0	0	0	0	999	0	0.117	0	0.883	4
1	1	1	1	1	0	41.68	0.957	0	0.043	0	1
0	0	0	1	0	1	74.43	0	0.353	0	0.647	4
1	0	999	0	0	1	75.35	0.001	0.501	0	0.498	2
1	1	0	1	1	0	59	0.58	0	0.42	0	1
0	0	0	0	1	0	999	0.001	0	0.763	0.236	3
0	0	0	0	0	1	999	0	0.117	0	0.883	4
1	1	1	1	1	1	999	0.957	0	0.043	0	1
1	1	1	1	1	0	999	0.957	0	0.043	0	1
1	0	0	1	0	0	75.28	0.004	0.643	0	0.353	2
1	0	0	0	0	1	999	0	0.307	0	0.693	4
1	1	0	1	1	1	999	0.58	0	0.42	0	1
1	1	1	1	1	0	999	0.957	0	0.043	0	1
0	0	0	0	0	0	999	0	0.117	0	0.883	4
0	1	1	1	1	1	999	0.859	0	0.141	0	1
1	1	1	1	1	0	999	0.957	0	0.043	0	1
1	0	1	1	0	0	999	0.056	0.94	0	0.005	2
0	1	0	0	0	1	999	0.001	0.999	0	0	2
1	0	0	0	1	1	999	0.003	0	0.937	0.06	3
0	1	0	1	1	0	999	0.275	0	0.725	0	3
0	0	0	0	0	0	999	0	0.117	0	0.883	4
1	0	0	0	0	1	35.71	0	0.307	0	0.693	4
0	0	0	0	0	1	999	0	0.117	0	0.883	4
1	1	0	0	1	1	70.16	0.121	0	0.879	0	3
1	1	1	1	1	1	999	0.957	0	0.043	0	1
0	0	1	0	1	0	999	0.014	0	0.982	0.004	3
1	1	1	1	0	0	999	0.65	0.35	0	0	1
0	0	0	0	0	0	999	0	0.117	0	0.883	4
1	0	1	0	0	1	999	0.002	0.977	0	0.021	2
1	1	0	0	1	0	999	0.121	0	0.879	0	3
0	0	0	0	1	0	999	0.001	0	0.763	0.236	3
1	1	1	1	1	0	999	0.957	0	0.043	0	1
1	1	1	1	1	0	68.41	0.957	0	0.043	0	1
1	1	1	1	1	0	999	0.957	0	0.043	0	1
1	1	1	0	1	0	999	0.687	0	0.313	0	1
1	0	0	0	0	1	999	0	0.307	0	0.693	4
1	0	0	0	0	1	999	0	0.307	0	0.693	4
1	1	1	0	0	0	999	0.063	0.937	0	0	2
0	0	0	0	0	0	78.72	0	0.117	0	0.883	4
0	1	1	1	1	0	999	0.859	0	0.141	0	1
1	0	0	0	0	0	45.49	0	0.307	0	0.693	4
1	0	0	0	0	0	999	0	0.307	0	0.693	4
1	1	1	1	1	1	999	0.957	0	0.043	0	1
0	0	0	0	0	1	999	0	0.117	0	0.883	4
0	0	1	1	0	0	52.13	0.011	0.972	0	0.017	2
0	0	0	1	1	0	999	0.008	0	0.965	0.026	3
0	0	0	0	0	0	999	0	0.117	0	0.883	4
0	0	0	0	1	1	999	0.001	0	0.763	0.236	3
1	1	0	1	1	0	999	0.58	0	0.42	0	1
1	1	1	1	1	0	57.22	0.957	0	0.043	0	1
0	0	0	0	0	1	999	0	0.117	0	0.883	4
0	0	0	0	0	1	79.41	0	0.117	0	0.883	4
0	0	0	0	0	1	999	0	0.117	0	0.883	4
1	0	0	0	0	0	61.05	0	0.307	0	0.693	4
1	1	1	1	1	0	38.54	0.957	0	0.043	0	1
1	1	1	1	1	1	62.62	0.957	0	0.043	0	1
0	0	0	0	0	1	52.63	0	0.117	0	0.883	4
1	0	0	0	0	1	999	0	0.307	0	0.693	4
0	0	0	0	0	1	999	0	0.117	0	0.883	4
0	0	0	0	0	0	999	0	0.117	0	0.883	4
1	1	0	0	1	0	80.33	0.121	0	0.879	0	3
0	1	1	0	1	1	999	0.376	0	0.624	0	3
0	0	999	0	0	1	999	0	0.231	0	0.769	4
0	0	0	0	0	1	86.23	0	0.117	0	0.883	4
1	1	1	1	1	1	999	0.957	0	0.043	0	1
1	0	1	1	1	0	41.35	0.337	0	0.663	0	3
0	0	0	0	0	0	999	0	0.117	0	0.883	4
1	0	1	0	0	1	999	0.002	0.977	0	0.021	2
0	0	0	0	0	0	999	0	0.117	0	0.883	4
1	0	0	0	0	0	999	0	0.307	0	0.693	4
0	0	0	0	0	1	73.7	0	0.117	0	0.883	4
0	0	0	0	0	1	62.26	0	0.117	0	0.883	4
1	1	1	0	0	0	83.75	0.063	0.937	0	0	2
0	0	0	0	1	0	999	0.001	0	0.763	0.236	3
1	0	0	1	1	1	78.08	0.031	0	0.964	0.006	3
1	1	1	1	0	0	999	0.65	0.35	0	0	1
1	1	0	0	0	0	999	0.006	0.994	0	0	2
1	0	1	0	1	1	77.61	0.048	0	0.951	0.001	3
1	1	0	0	0	0	999	0.006	0.994	0	0	2
1	1	1	0	1	0	999	0.687	0	0.313	0	1
1	1	1	1	1	0	999	0.957	0	0.043	0	1
1	0	0	0	1	0	60.64	0.003	0	0.937	0.06	3
0	0	0	0	0	1	999	0	0.117	0	0.883	4
1	0	1	0	0	0	999	0.002	0.977	0	0.021	2
0	0	0	0	0	0	63.18	0	0.117	0	0.883	4
1	0	1	0	0	1	999	0.002	0.977	0	0.021	2
0	0	0	0	0	1	999	0	0.117	0	0.883	4
1	1	1	1	1	0	999	0.957	0	0.043	0	1
1	0	1	0	1	0	54.72	0.048	0	0.951	0.001	3
1	1	1	1	1	0	67.69	0.957	0	0.043	0	1
0	0	0	0	1	0	86.58	0.001	0	0.763	0.236	3
1	0	0	0	1	0	999	0.003	0	0.937	0.06	3
0	0	0	0	0	1	999	0	0.117	0	0.883	4
0	0	1	0	1	1	999	0.014	0	0.982	0.004	3
1	1	1	1	1	1	999	0.957	0	0.043	0	1
1	0	1	1	1	0	81.2	0.337	0	0.663	0	3
0	0	0	0	0	1	999	0	0.117	0	0.883	4
1	1	1	1	1	1	999	0.957	0	0.043	0	1
1	1	999	0	0	0	999	0.039	0.961	0	0	2
1	0	1	0	1	0	999	0.048	0	0.951	0.001	3
1	1	1	1	1	1	77.5	0.957	0	0.043	0	1
0	0	0	0	0	1	69.11	0	0.117	0	0.883	4
1	1	1	1	1	0	999	0.957	0	0.043	0	1
1	1	999	1	1	1	999	0.916	0	0.084	0	1
0	0	0	0	0	0	88.96	0	0.117	0	0.883	4
1	1	0	0	1	0	68.57	0.121	0	0.879	0	3
0	0	0	0	0	1	999	0	0.117	0	0.883	4
1	0	1	0	0	1	999	0.002	0.977	0	0.021	2
1	1	1	0	0	1	37.9	0.063	0.937	0	0	2
1	1	999	1	1	0	999	0.916	0	0.084	0	1
0	0	0	0	0	0	999	0	0.117	0	0.883	4
0	0	1	0	0	0	52.8	0	0.934	0	0.066	2
1	0	1	1	1	1	999	0.337	0	0.663	0	3
1	0	999	0	0	1	999	0.001	0.501	0	0.498	2
1	0	0	0	0	1	999	0	0.307	0	0.693	4
0	1	1	1	1	1	69.07	0.859	0	0.141	0	1
1	0	0	0	0	1	74.53	0	0.307	0	0.693	4
1	0	0	0	0	1	999	0	0.307	0	0.693	4
0	0	1	1	0	0	999	0.011	0.972	0	0.017	2
0	1	0	0	0	0	999	0.001	0.999	0	0	2
1	1	1	1	1	0	999	0.957	0	0.043	0	1
1	1	1	1	1	0	999	0.957	0	0.043	0	1
1	0	0	0	0	1	63.52	0	0.307	0	0.693	4
0	1	1	1	0	0	58.92	0.262	0.738	0	0	2
1	0	1	0	1	0	69.74	0.048	0	0.951	0.001	3
1	1	1	1	1	0	70.37	0.957	0	0.043	0	1
0	1	1	0	0	1	999	0.013	0.987	0	0	2
0	0	0	0	0	1	999	0	0.117	0	0.883	4
0	0	0	0	0	0	999	0	0.117	0	0.883	4
0	0	0	0	0	0	63.18	0	0.117	0	0.883	4
0	0	1	1	0	0	999	0.011	0.972	0	0.017	2
1	999	1	0	1	0	57.97	0.397	0	0.602	0	3
0	0	1	0	0	0	59	0	0.934	0	0.066	2
1	0	0	1	1	1	999	0.031	0	0.964	0.006	3
1	0	0	1	0	0	999	0.004	0.643	0	0.353	2
0	0	1	0	0	1	90.5	0	0.934	0	0.066	2
1	0	1	1	1	1	999	0.337	0	0.663	0	3
1	0	1	0	0	1	44.43	0.002	0.977	0	0.021	2
0	0	0	1	0	0	999	0	0.353	0	0.647	4
1	1	1	1	1	0	999	0.957	0	0.043	0	1
0	0	0	0	0	1	999	0	0.117	0	0.883	4
0	0	1	0	1	1	71.7	0.014	0	0.982	0.004	3
0	1	1	1	1	0	62.6	0.859	0	0.141	0	1
1	1	0	0	0	0	999	0.006	0.994	0	0	2
0	0	0	0	0	0	999	0	0.117	0	0.883	4
1	0	0	0	0	1	58.72	0	0.307	0	0.693	4
1	999	0	0	0	1	86.53	0.001	0.406	0	0.593	4
0	1	1	0	1	1	92.4	0.376	0	0.624	0	3
0	0	0	0	0	1	999	0	0.117	0	0.883	4
0	0	0	0	0	1	999	0	0.117	0	0.883	4
0	0	0	1	0	0	999	0	0.353	0	0.647	4
1	1	0	1	1	1	999	0.58	0	0.42	0	1
1	0	0	0	0	0	999	0	0.307	0	0.693	4
1	0	0	0	0	1	71.39	0	0.307	0	0.693	4
1	0	1	0	1	1	999	0.048	0	0.951	0.001	3
1	0	1	1	0	0	999	0.056	0.94	0	0.005	2
1	0	1	1	1	1	78.54	0.337	0	0.663	0	3
1	0	0	0	0	0	68.57	0	0.307	0	0.693	4
1	1	1	1	1	1	71.72	0.957	0	0.043	0	1
1	0	1	0	1	0	999	0.048	0	0.951	0.001	3
1	0	1	0	1	1	47.97	0.048	0	0.951	0.001	3
1	1	1	999	1	1	999	0.917	0	0.083	0	1
0	0	0	0	0	1	999	0	0.117	0	0.883	4
1	1	0	0	0	1	64.68	0.006	0.994	0	0	2
1	1	1	1	1	0	91.28	0.957	0	0.043	0	1
1	0	1	1	1	1	999	0.337	0	0.663	0	3
0	0	0	0	0	1	999	0	0.117	0	0.883	4
1	1	1	1	1	1	83.64	0.957	0	0.043	0	1
1	1	1	0	1	0	94.37	0.687	0	0.313	0	1
0	0	0	0	0	0	999	0	0.117	0	0.883	4
1	0	1	0	0	1	81.15	0.002	0.977	0	0.021	2
1	0	1	0	0	0	999	0.002	0.977	0	0.021	2
1	0	1	0	1	0	84.02	0.048	0	0.951	0.001	3
0	0	0	0	0	0	999	0	0.117	0	0.883	4
1	1	1	1	1	0	76.31	0.957	0	0.043	0	1
1	1	1	0	1	0	75.16	0.687	0	0.313	0	1
1	0	0	0	0	0	999	0	0.307	0	0.693	4
0	0	0	0	0	1	999	0	0.117	0	0.883	4
1	0	0	0	0	1	77.23	0	0.307	0	0.693	4
0	0	1	1	1	1	57.77	0.122	0	0.877	0	3
1	1	0	0	0	0	999	0.006	0.994	0	0	2
0	0	1	0	0	1	999	0	0.934	0	0.066	2
1	0	0	1	0	0	999	0.004	0.643	0	0.353	2
0	0	0	1	0	1	999	0	0.353	0	0.647	4
0	0	0	0	1	0	55.34	0.001	0	0.763	0.236	3
1	1	1	1	1	1	999	0.957	0	0.043	0	1
1	1	1	1	1	1	999	0.957	0	0.043	0	1
1	0	0	0	0	1	999	0	0.307	0	0.693	4
1	0	0	0	0	0	999	0	0.307	0	0.693	4
0	0	0	0	0	1	999	0	0.117	0	0.883	4
0	0	0	0	0	1	999	0	0.117	0	0.883	4
1	1	1	0	0	0	999	0.063	0.937	0	0	2
1	1	1	0	0	1	999	0.063	0.937	0	0	2
0	0	0	0	1	0	999	0.001	0	0.763	0.236	3
0	0	0	1	0	0	999	0	0.353	0	0.647	4
1	0	0	0	0	0	999	0	0.307	0	0.693	4
1	0	0	0	1	0	999	0.003	0	0.937	0.06	3
0	0	0	0	0	0	44.29	0	0.117	0	0.883	4
0	0	1	0	0	1	49.68	0	0.934	0	0.066	2
1	1	0	0	1	1	999	0.121	0	0.879	0	3
0	0	0	0	0	0	72.14	0	0.117	0	0.883	4
1	1	1	1	1	0	64.17	0.957	0	0.043	0	1
1	0	0	0	0	1	999	0	0.307	0	0.693	4
1	0	1	0	1	0	999	0.048	0	0.951	0.001	3
0	0	0	0	0	1	72.18	0	0.117	0	0.883	4
0	0	0	0	0	0	999	0	0.117	0	0.883	4
1	1	1	1	1	1	999	0.957	0	0.043	0	1
1	0	1	0	0	1	999	0.002	0.977	0	0.021	2
1	0	0	0	0	0	999	0	0.307	0	0.693	4
0	1	1	1	1	0	999	0.859	0	0.141	0	1
