2,1,1,1,1,1,1,1,5,9.113,-1.362
2,1,1,1,1,1,1,2,0,0.669,-0.818
2,1,1,1,1,1,2,1,1,1.178,-0.164
2,1,1,1,1,1,2,2,3,2.093,0.627
2,1,1,1,1,2,1,1,1,0.623,0.478
2,1,1,1,1,2,1,2,0,0.311,-0.558
2,1,1,1,1,2,2,1,0,0.277,-0.527
2,1,1,1,1,2,2,2,0,0.468,-0.684
2,1,1,1,2,1,1,1,1,0.936,0.066
2,1,1,1,2,1,1,2,0,0.279,-0.528
2,1,1,1,2,1,2,1,0,0.33,-0.574
2,1,1,1,2,1,2,2,0,0.671,-0.819
2,1,1,1,2,2,1,1,1,0.908,0.096
2,1,1,1,2,2,1,2,0,0.285,-0.534
2,1,1,1,2,2,2,1,0,0.485,-0.696
2,1,1,1,2,2,2,2,2,2.167,-0.113
2,1,1,2,1,1,1,1,1,0.774,0.256
2,1,1,2,1,1,1,2,0,0.31,-0.557
2,1,1,2,1,1,2,1,0,0.278,-0.527
2,1,1,2,1,1,2,2,0,0.445,-0.667
2,1,1,2,1,2,1,1,0,0.314,-0.56
2,1,1,2,1,2,1,2,0,0.165,-0.406
2,1,1,2,1,2,2,1,0,0.143,-0.378
2,1,1,2,1,2,2,2,0,0.234,-0.484
2,1,1,2,2,1,1,1,0,0.303,-0.55
2,1,1,2,2,1,1,2,0,0.143,-0.378
2,1,1,2,2,1,2,1,0,0.139,-0.373
2,1,1,2,2,1,2,2,0,0.257,-0.507
2,1,1,2,2,2,1,1,0,0.353,-0.594
2,1,1,2,2,2,1,2,0,0.139,-0.372
2,1,1,2,2,2,2,1,0,0.179,-0.423
2,1,1,2,2,2,2,2,0,0.902,-0.95
2,1,2,1,1,1,1,1,2,1.746,0.192
2,1,2,1,1,1,1,2,0,0.276,-0.525
2,1,2,1,1,1,2,1,1,0.333,1.156
2,1,2,1,1,1,2,2,1,0.571,0.568
2,1,2,1,1,2,1,1,0,0.299,-0.547
2,1,2,1,1,2,1,2,0,0.143,-0.378
2,1,2,1,1,2,2,1,0,0.139,-0.373
2,1,2,1,1,2,2,2,0,0.259,-0.508
2,1,2,1,2,1,1,1,1,0.46,0.796
2,1,2,1,2,1,1,2,0,0.139,-0.373
2,1,2,1,2,1,2,1,0,0.219,-0.468
2,1,2,1,2,1,2,2,0,0.546,-0.739
2,1,2,1,2,2,1,1,1,0.866,0.144
2,1,2,1,2,2,1,2,0,0.179,-0.423
2,1,2,1,2,2,2,1,2,0.494,2.141
2,1,2,1,2,2,2,2,1,1.885,-0.644
2,1,2,2,1,1,1,1,2,3.753,-0.905
2,1,2,2,1,1,1,2,0,0.272,-0.522
2,1,2,2,1,1,2,1,0,0.497,-0.705
2,1,2,2,1,1,2,2,0,0.913,-0.956
2,1,2,2,1,2,1,1,0,0.363,-0.602
2,1,2,2,1,2,1,2,0,0.137,-0.371
2,1,2,2,1,2,2,1,0,0.179,-0.424
2,1,2,2,1,2,2,2,1,0.419,0.898
2,1,2,2,2,1,1,1,0,0.978,-0.989
2,1,2,2,2,1,1,2,1,0.177,1.956
2,1,2,2,2,1,2,1,1,0.495,0.718
2,1,2,2,2,1,2,2,1,1.462,-0.382
2,1,2,2,2,2,1,1,1,2.771,-1.064
2,1,2,2,2,2,1,2,0,0.515,-0.717
2,1,2,2,2,2,2,1,2,1.605,0.312
2,1,2,2,2,2,2,2,7,6.916,0.032
2,2,1,1,1,1,1,1,22,18.033,0.934
2,2,1,1,1,1,1,2,1,1.166,-0.154
2,2,1,1,1,1,2,1,2,2.221,-0.148
2,2,1,1,1,1,2,2,1,3.979,-1.493
2,2,1,1,1,2,1,1,1,1.075,-0.072
2,2,1,1,1,2,1,2,0,0.529,-0.727
2,2,1,1,1,2,2,1,1,0.478,0.755
2,2,1,1,1,2,2,2,1,0.816,0.203
2,2,1,1,2,1,1,1,4,1.745,1.707
2,2,1,1,2,1,1,2,0,0.481,-0.693
2,2,1,1,2,1,2,1,0,0.602,-0.776
2,2,1,1,2,1,2,2,1,1.266,-0.236
2,2,1,1,2,2,1,1,5,1.738,2.475
2,2,1,1,2,2,1,2,0,0.506,-0.711
2,2,1,1,2,2,2,1,3,0.941,2.122
2,2,1,1,2,2,2,2,5,4.066,0.463
2,2,1,2,1,1,1,1,1,1.618,-0.486
2,2,1,2,1,1,1,2,0,0.536,-0.732
2,2,1,2,1,1,2,1,1,0.503,0.7
2,2,1,2,1,1,2,2,0,0.817,-0.904
2,2,1,2,1,2,1,1,0,0.55,-0.742
2,2,1,2,1,2,1,2,2,0.285,3.216
2,2,1,2,1,2,2,1,0,0.252,-0.502
2,2,1,2,1,2,2,2,0,0.423,-0.65
2,2,1,2,2,1,1,1,3,0.586,3.152
2,2,1,2,2,1,1,2,0,0.252,-0.502
2,2,1,2,2,1,2,1,0,0.274,-0.523
2,2,1,2,2,1,2,2,1,0.554,0.6
2,2,1,2,2,2,1,1,1,0.82,0.199
2,2,1,2,2,2,1,2,1,0.27,1.407
2,2,1,2,2,2,2,1,0,0.434,-0.659
2,2,1,2,2,2,2,2,2,2.05,-0.035
2,2,2,1,1,1,1,1,8,4.589,1.592
2,2,2,1,1,1,1,2,0,0.49,-0.7
2,2,2,1,1,1,2,1,0,0.714,-0.845
2,2,2,1,1,1,2,2,2,1.266,0.653
2,2,2,1,1,2,1,1,0,0.571,-0.755
2,2,2,1,1,2,1,2,0,0.25,-0.5
2,2,2,1,1,2,2,1,0,0.272,-0.522
2,2,2,1,1,2,2,2,0,0.553,-0.744
2,2,2,1,2,1,1,1,2,1.148,0.796
2,2,2,1,2,1,1,2,0,0.27,-0.52
2,2,2,1,2,1,2,1,2,0.561,1.92
2,2,2,1,2,1,2,2,1,1.537,-0.433
2,2,2,1,2,2,1,1,2,2.535,-0.336
2,2,2,1,2,2,1,2,0,0.422,-0.65
2,2,2,1,2,2,2,1,1,1.482,-0.396
2,2,2,1,2,2,2,2,8,5.338,1.152
2,2,2,2,1,1,1,1,7,13.954,-1.862
2,2,2,2,1,1,1,2,1,1.731,-0.556
2,2,2,2,1,1,2,1,2,2.345,-0.225
2,2,2,2,1,1,2,2,2,4.124,-1.046
2,2,2,2,1,2,1,1,1,2.046,-0.731
2,2,2,2,1,2,1,2,1,0.907,0.097
2,2,2,2,1,2,2,1,0,0.976,-0.988
2,2,2,2,1,2,2,2,0,2.081,-1.442
2,2,2,2,2,1,1,1,4,3.938,0.031
2,2,2,2,2,1,1,2,0,0.964,-0.982
2,2,2,2,2,1,2,1,2,1.955,0.032
2,2,2,2,2,1,2,2,1,5.364,-1.884
2,2,2,2,2,2,1,1,6,13.308,-2.003
2,2,2,2,2,2,1,2,3,4.019,-0.508
2,2,2,2,2,2,2,1,9,7.211,0.666
2,2,2,2,2,2,2,2,62,46.257,2.315
