1,1,1,1,1,1,1,1,96,90.101,0.621
1,1,1,1,1,1,1,2,3,2.289,0.47
1,1,1,1,1,1,2,1,6,8.621,-0.893
1,1,1,1,1,1,2,2,9,16.174,-1.784
1,1,1,1,1,2,1,1,1,1.777,-0.583
1,1,1,1,1,2,1,2,0,0.712,-0.844
1,1,1,1,1,2,2,1,1,0.755,0.282
1,1,1,1,1,2,2,2,1,1.478,-0.393
1,1,1,1,2,1,1,1,11,5.904,2.097
1,1,1,1,2,1,1,2,0,0.768,-0.877
1,1,1,1,2,1,2,1,1,1.632,-0.495
1,1,1,1,2,1,2,2,0,4.128,-2.032
1,1,1,1,2,2,1,1,8,5.896,0.866
1,1,1,1,2,2,1,2,1,1.053,-0.052
1,1,1,1,2,2,2,1,3,3.419,-0.226
1,1,1,1,2,2,2,2,7,12.492,-1.554
1,1,1,2,1,1,1,1,1,1.777,-0.583
1,1,1,2,1,1,1,2,1,0.687,0.378
1,1,1,2,1,1,2,1,1,0.62,0.483
1,1,1,2,1,1,2,2,0,0.993,-0.996
1,1,1,2,1,2,1,1,0,0.691,-0.831
1,1,1,2,1,2,1,2,0,0.365,-0.604
1,1,1,2,1,2,2,1,0,0.313,-0.56
1,1,1,2,1,2,2,2,1,0.509,0.688
1,1,1,2,2,1,1,1,1,0.65,0.434
1,1,1,2,2,1,1,2,0,0.314,-0.56
1,1,1,2,2,1,2,1,1,0.295,1.298
1,1,1,2,2,1,2,2,1,0.525,0.656
1,1,1,2,2,2,1,1,2,0.704,1.545
1,1,1,2,2,2,1,2,0,0.298,-0.546
1,1,1,2,2,2,2,1,0,0.35,-0.591
1,1,1,2,2,2,2,2,1,1.842,-0.62
1,1,2,1,1,1,1,1,5,5.909,-0.374
1,1,2,1,1,1,1,2,1,0.633,0.461
1,1,2,1,1,1,2,1,2,0.909,1.145
1,1,2,1,1,1,2,2,1,1.588,-0.467
1,1,2,1,1,2,1,1,2,0.65,1.675
1,1,2,1,1,2,1,2,0,0.314,-0.561
1,1,2,1,1,2,2,1,0,0.298,-0.546
1,1,2,1,1,2,2,2,0,0.539,-0.734
1,1,2,1,2,1,1,1,0,1.007,-1.003
1,1,2,1,2,1,1,2,0,0.298,-0.546
1,1,2,1,2,1,2,1,1,0.437,0.851
1,1,2,1,2,1,2,2,2,1.04,0.942
1,1,2,1,2,2,1,1,3,1.596,1.111
1,1,2,1,2,2,1,2,0,0.36,-0.6
1,1,2,1,2,2,2,1,0,0.901,-0.949
1,1,2,1,2,2,2,2,2,3.536,-0.817
1,1,2,2,1,1,1,1,13,5.912,2.915
1,1,2,2,1,1,1,2,1,0.568,0.573
1,1,2,2,1,1,2,1,3,0.879,2.262
1,1,2,2,1,1,2,2,3,1.58,1.13
1,1,2,2,1,2,1,1,1,0.704,0.353
1,1,2,2,1,2,1,2,0,0.292,-0.54
1,1,2,2,1,2,2,1,0,0.341,-0.584
1,1,2,2,1,2,2,2,0,0.747,-0.864
1,1,2,2,2,1,1,1,1,1.597,-0.472
1,1,2,2,2,1,1,2,0,0.338,-0.581
1,1,2,2,2,1,2,1,2,0.801,1.34
1,1,2,2,2,1,2,2,1,2.282,-0.849
1,1,2,2,2,2,1,1,7,4.465,1.2
1,1,2,2,2,2,1,2,0,0.95,-0.975
1,1,2,2,2,2,2,1,4,2.547,0.911
1,1,2,2,2,2,2,2,14,11.939,0.597
1,2,1,1,1,1,1,1,4,2.382,1.048
1,2,1,1,1,1,1,2,1,0.696,0.365
1,2,1,1,1,1,2,1,0,0.672,-0.82
1,2,1,1,1,1,2,2,1,1.09,-0.087
1,2,1,1,1,2,1,1,0,0.688,-0.829
1,2,1,1,1,2,1,2,0,0.365,-0.604
1,2,1,1,1,2,2,1,0,0.31,-0.557
1,2,1,1,1,2,2,2,1,0.497,0.713
1,2,1,1,2,1,1,1,1,0.638,0.453
1,2,1,1,2,1,1,2,2,0.311,3.029
1,2,1,1,2,1,2,1,0,0.276,-0.525
1,2,1,1,2,1,2,2,0,0.457,-0.676
1,2,1,1,2,2,1,1,4,0.574,4.524
1,2,1,1,2,2,1,2,0,0.283,-0.532
1,2,1,1,2,2,2,1,1,0.271,1.4
1,2,1,1,2,2,2,2,0,1.572,-1.254
1,2,1,2,1,1,1,1,0,0.716,-0.846
1,2,1,2,1,1,1,2,0,0.365,-0.604
1,2,1,2,1,1,2,1,0,0.311,-0.558
1,2,1,2,1,1,2,2,0,0.491,-0.701
1,2,1,2,1,2,1,1,0,0.365,-0.604
1,2,1,2,1,2,1,2,1,0.195,1.824
1,2,1,2,1,2,2,1,0,0.165,-0.406
1,2,1,2,1,2,2,2,0,0.264,-0.514
1,2,1,2,2,1,1,1,0,0.315,-0.561
1,2,1,2,2,1,1,2,0,0.165,-0.407
1,2,1,2,2,1,2,1,0,0.143,-0.378
1,2,1,2,2,1,2,2,0,0.233,-0.482
1,2,1,2,2,2,1,1,2,0.294,3.144
1,2,1,2,2,2,1,2,0,0.151,-0.388
1,2,1,2,2,2,2,1,0,0.137,-0.371
1,2,1,2,2,2,2,2,1,0.823,0.196
1,2,2,1,1,1,1,1,0,0.79,-0.889
1,2,2,1,1,1,1,2,0,0.311,-0.558
1,2,2,1,1,1,2,1,0,0.28,-0.529
1,2,2,1,1,1,2,2,0,0.448,-0.67
1,2,2,1,1,2,1,1,0,0.315,-0.561
1,2,2,1,1,2,1,2,0,0.165,-0.407
1,2,2,1,1,2,2,1,0,0.143,-0.378
1,2,2,1,1,2,2,2,0,0.234,-0.484
1,2,2,1,2,1,1,1,0,0.303,-0.55
1,2,2,1,2,1,1,2,0,0.143,-0.378
1,2,2,1,2,1,2,1,0,0.139,-0.373
1,2,2,1,2,1,2,2,0,0.256,-0.506
1,2,2,1,2,2,1,1,1,0.35,1.099
1,2,2,1,2,2,1,2,1,0.138,2.32
1,2,2,1,2,2,2,1,0,0.177,-0.421
1,2,2,1,2,2,2,2,1,0.892,0.114
1,2,2,2,1,1,1,1,2,1.117,0.836
1,2,2,2,1,1,1,2,0,0.284,-0.533
1,2,2,2,1,1,2,1,0,0.288,-0.537
1,2,2,2,1,1,2,2,2,0.477,2.204
1,2,2,2,1,2,1,1,2,0.301,3.095
1,2,2,2,1,2,1,2,1,0.151,2.184
1,2,2,2,1,2,2,1,0,0.139,-0.373
1,2,2,2,1,2,2,2,0,0.253,-0.503
1,2,2,2,2,1,1,1,2,0.375,2.652
1,2,2,2,2,1,1,2,0,0.138,-0.372
1,2,2,2,2,1,2,1,0,0.179,-0.423
1,2,2,2,2,1,2,2,2,0.409,2.49
1,2,2,2,2,2,1,1,0,0.995,-0.997
1,2,2,2,2,2,1,2,0,0.367,-0.606
1,2,2,2,2,2,2,1,0,0.517,-0.719
1,2,2,2,2,2,2,2,8,3.705,2.231
