1	1	1	1	1	0	.
0	0	1	0	0	1	.
1	1	0	0	0	0	.
0	0	0	1	1	0	.
0	1	1	0	0	0	80.23
0	0	0	0	0	1	65.05
1	1	0	1	1	1	.
1	1	1	1	1	0	89.64
1	0	0	0	0	0	.
1	0	0	1	1	0	.
0	0	0	0	0	1	51.42
1	0	0	0	0	1	.
1	0	1	0	1	0	52.57
1	1	1	1	1	1	.
1	1	0	.	1	1	63.36
1	0	0	0	0	1	.
0	0	1	0	1	0	59.88
1	1	1	1	1	0	.
0	0	0	0	0	0	.
0	1	0	0	0	0	.
0	0	0	0	1	0	97.56
1	0	0	1	1	1	.
0	0	1	0	1	1	.
1	1	0	0	1	1	72.27
1	0	1	0	0	1	66.62
0	0	0	1	1	1	.
1	0	0	0	0	1	.
0	0	1	1	1	0	.
0	0	1	1	0	1	45.05
1	1	0	0	1	1	65.2
1	1	1	1	1	1	65.68
1	1	1	1	0	1	.
0	0	0	0	0	1	79.79
1	1	1	1	1	0	70.44
1	0	0	0	0	0	74.75
0	0	0	0	0	0	.
1	0	0	0	0	1	.
1	0	1	0	0	0	40.68
0	0	0	0	0	1	.
1	0	1	0	0	1	.
0	1	0	0	0	1	60.11
0	0	0	1	0	1	.
1	0	0	1	1	0	.
1	0	1	1	1	0	.
1	0	0	1	0	1	.
0	0	0	0	0	0	.
1	1	1	1	1	0	.
0	1	0	0	0	1	.
1	0	0	1	0	1	84.38
0	0	0	0	0	1	85.95
0	0	0	1	0	1	72.79
1	0	0	1	0	0	.
1	.	1	1	1	0	67.71
1	0	0	1	1	0	.
0	0	0	1	1	1	.
0	0	0	.	1	0	.
1	0	1	0	1	0	.
1	1	1	1	1	1	79.65
1	1	1	1	1	0	.
1	1	1	.	1	0	69.43
1	1	0	0	1	1	.
1	0	0	0	0	0	.
1	0	0	0	1	0	.
1	0	0	.	0	0	67.57
0	1	1	0	0	0	.
0	0	0	0	0	0	85.13
1	0	0	1	1	1	74.08
1	1	0	0	0	1	.
.	0	0	0	0	0	.
1	1	1	1	1	0	.
1	1	0	1	1	1	.
0	0	0	1	0	0	68.04
1	1	1	1	1	1	.
1	1	1	1	1	0	.
0	0	0	1	0	0	.
0	0	0	0	0	1	.
1	1	1	1	0	0	.
1	0	1	0	0	0	.
0	0	0	0	0	1	.
1	1	0	1	1	1	.
0	1	1	0	1	1	42.82
1	1	1	1	1	0	66.01
1	0	0	0	0	0	.
0	1	1	1	1	1	74.98
0	1	0	0	0	0	.
0	0	0	0	0	0	.
1	1	1	1	1	0	79.82
1	1	0	0	0	0	.
1	1	0	1	1	1	51.06
0	0	0	0	0	1	78.66
1	1	0	0	0	0	.
1	0	0	1	1	0	96.39
1	1	0	0	0	1	73.07
1	0	1	1	0	0	.
1	0	0	1	0	1	.
0	.	0	0	0	0	.
1	0	0	0	0	0	.
0	0	0	0	0	0	.
1	1	1	1	1	0	.
0	0	0	0	0	0	.
0	0	0	0	0	0	.
0	1	0	1	0	1	.
0	0	0	1	0	1	.
0	0	0	1	0	1	60.47
1	1	1	1	1	1	.
1	1	1	1	1	0	.
1	0	1	0	0	1	.
1	1	1	1	1	1	72.38
0	1	0	0	0	1	57.18
0	0	1	1	1	1	.
1	0	0	0	1	0	84.86
1	1	1	1	0	0	.
0	0	0	0	0	1	.
0	0	0	0	0	1	67.42
1	1	0	0	1	0	.
1	0	0	0	1	0	94.53
1	1	1	1	1	0	.
1	1	1	1	1	0	56.29
1	1	1	1	1	0	56.13
1	0	0	0	1	0	.
1	1	1	1	1	1	.
1	1	0	0	1	1	.
1	1	1	1	1	0	76.52
1	0	1	0	1	0	56.88
1	0	0	1	0	1	.
0	0	.	1	0	1	.
0	1	1	0	0	1	.
1	0	0	0	0	1	.
1	0	1	1	0	0	.
0	0	0	0	1	1	.
0	1	0	0	0	0	.
1	1	1	1	1	0	.
1	1	1	0	1	1	.
0	0	0	0	0	1	.
0	1	1	1	1	0	66.72
0	1	.	1	1	0	.
0	0	0	0	0	0	.
1	1	1	0	0	1	.
1	0	0	0	0	1	.
1	1	0	1	1	1	74.58
1	0	1	1	1	0	.
1	0	0	0	1	1	.
1	1	1	0	1	0	79.21
0	0	0	0	0	1	.
1	1	1	1	1	0	.
1	0	0	0	0	0	.
1	0	0	0	0	1	.
0	0	0	1	1	1	.
0	0	0	1	0	0	54.25
0	0	0	0	0	0	.
1	1	1	1	0	1	.
0	0	0	0	0	1	.
1	1	1	1	1	0	.
1	0	1	0	1	0	64.6
1	1	1	0	1	0	.
1	1	1	1	1	1	.
1	1	1	1	1	0	84.09
1	1	1	1	1	0	.
1	0	0	0	1	1	.
0	0	1	1	1	0	.
0	0	1	0	0	1	.
0	0	0	0	0	0	.
0	0	0	0	0	0	.
1	1	1	0	1	0	.
1	1	1	1	1	0	.
0	1	1	1	1	1	.
0	0	0	0	0	1	84.54
0	0	0	1	0	1	.
1	1	1	0	1	1	.
1	1	1	1	1	1	.
1	0	0	1	0	1	.
1	1	0	1	0	1	.
0	0	1	0	1	1	.
1	0	.	0	0	1	.
1	1	1	1	1	0	.
1	1	0	1	0	1	.
1	1	1	1	1	0	42.11
1	0	0	0	0	0	89.1
0	1	1	1	0	1	79.76
0	0	1	0	0	0	.
.	0	0	0	.	0	47.12
1	1	1	1	1	0	88.5
0	0	0	0	0	1	66.77
0	0	0	0	0	0	.
0	0	0	1	1	1	75.22
0	0	0	0	0	1	.
1	0	1	0	0	0	.
0	0	0	0	0	1	.
1	0	1	1	0	0	39.14
1	1	1	1	1	0	77.37
0	0	0	0	0	0	.
1	1	1	1	1	1	.
0	0	0	0	0	0	.
0	1	1	0	1	1	67.42
0	0	0	0	0	1	64.62
1	0	1	0	1	1	.
1	1	1	1	0	0	.
1	0	1	1	1	1	68.58
0	0	0	0	0	0	60.34
0	0	0	0	0	0	.
0	0	0	0	0	0	.
0	0	0	0	1	1	.
1	1	0	0	0	1	51.39
1	1	1	1	1	1	68.1
0	0	0	1	1	0	.
0	0	1	0	0	1	69.93
1	0	1	0	0	0	60.46
