stu_id,x1stdob,x1ses,x1sex,x1race,x1par1edu,x1par2edu,x1mtscor,x2mtscor,x3gpa9,x3gpaacd,x1parexp,s1eduexp,s2eduexp,s4eduexp
10001,199502,1.5644,1,8,5,5,59.371,68.6447,3.5,3.5,6,5,5,6
10002,199511,-0.3699,2,8,3,2,47.6821,54.0863,4,4,6,NA,4,2
10003,199506,1.2741,2,3,7,NA,64.2431,55.6336,3.5,2.5,10,6,6,6
10004,199505,0.5498,2,8,4,NA,49.269,NA,3.5,4,10,6,NA,4
10005,199505,0.1495,1,8,4,NA,62.5897,50.5818,3.5,3.5,10,4,NA,NA
10006,199504,1.0639,2,8,3,3,58.1268,53.9958,3,3,8,6,5,NA
10007,199409,-0.43,2,8,2,NA,49.496,47.6403,2.5,2.5,11,5,4,3
10008,199410,1.5144,1,8,5,7,54.6249,62.8079,3.5,3.5,6,5,4,4
10009,199501,-0.3103,1,8,2,2,53.1875,59.8127,4,3.5,11,NA,3,4
10010,199503,0.0451,2,8,3,2,63.7986,61.4352,3.5,3.5,6,5,6,NA
10011,199506,1.2058,1,8,3,5,56.5005,44.3076,3.5,3,6,5,3,NA
10012,199502,2.4996,2,8,7,7,67.6823,61.5733,4,4,11,NA,5,5
10013,199509,2.5668,1,8,7,7,66.6624,64.6596,3.5,3.5,10,5,5,5
10014,199203,-0.8837,2,3,2,NA,32.4783,NA,NA,NA,6,2,NA,NA
10015,199408,0.9973,2,8,4,4,53.4016,53.8011,4,4,10,NA,4,4
10016,199505,0.0686,2,8,3,2,63.3795,61.5835,3.5,3.5,6,3,NA,4
10018,199411,1.3989,1,8,7,4,63.9808,64.3299,4,4,7,4,4,4
10019,199506,-0.0106,1,5,NA,NA,53.8914,53.4635,3,2.5,NA,5,4,4
10020,199411,-0.2746,1,8,2,3,48.4647,54.3535,2.5,3,8,5,4,4
10021,199501,0.4235,1,8,2,2,54.1491,58.4985,3.5,3,11,5,5,4
10022,199410,1.4372,1,2,5,5,57.9257,49.1708,3,3,8,6,5,5
10024,199504,0.1402,1,8,5,3,56.238,53.5581,3,3,8,4,4,5
10025,199402,-0.1901,1,8,NA,NA,37.7725,46.0875,1,0.5,NA,5,NA,3
10026,199503,1.1142,2,2,7,4,66.894,61.3957,4,3.5,10,NA,4,5
10027,199508,0.0887,2,8,2,4,47.5236,45.4814,1.5,1.5,6,NA,NA,NA
10028,199500,NA,1,NA,NA,NA,NA,36.7501,3,3,NA,NA,3,NA
10029,199405,-0.8297,1,8,1,NA,34.9344,NA,1.5,1.5,2,2,NA,NA
10030,199412,1.5809,2,8,5,5,70.8013,63.664,3.5,3.5,8,4,NA,5
10031,199500,NA,2,3,NA,NA,NA,35.6931,3,2.5,NA,NA,NA,NA
10033,199503,-0.6008,2,6,2,1,28.9385,NA,NA,NA,4,NA,NA,NA
10034,199411,-0.0409,2,5,NA,NA,44.3582,40.308,1.5,1.5,NA,3,NA,3
10035,199300,NA,1,3,2,2,NA,45.77,2,2,11,NA,NA,NA
10036,199503,0.1493,2,8,3,3,56.6409,52.2038,3.5,3,6,5,4,4
10037,199506,0.5238,2,8,3,3,62.7847,52.1973,4,4,8,5,6,6
10038,199507,1.0472,1,2,4,NA,33.6149,51.8459,2,1.5,4,4,NA,NA
10039,199410,0.6753,2,2,4,4,65.5911,32.784,4,3.5,10,5,6,4
10040,199411,-0.082,1,8,NA,NA,30.1157,NA,1.5,1.5,NA,6,NA,NA
10041,199312,-0.7046,2,8,2,NA,33.5529,45.2625,1.5,2,1,NA,5,2
10042,199311,-0.0821,1,8,NA,NA,46.8918,NA,0.5,0.5,NA,4,NA,NA
10043,199407,-0.3642,2,8,NA,NA,46.9388,43.7001,2.5,2.5,NA,4,4,3
10044,199409,1.3291,1,8,4,7,67.1436,70.3431,3.5,3.5,10,6,6,5
10045,199501,-0.2739,2,8,2,3,45.1566,39.7466,NA,NA,4,3,3,NA
10046,199409,-0.1707,2,8,NA,NA,47.4921,51.5154,3,2,NA,NA,4,NA
10047,199500,NA,1,NA,NA,NA,NA,52.065,NA,NA,NA,NA,4,NA
10048,199308,-0.2888,2,8,NA,NA,48.3878,52.3038,3,2.5,NA,3,2,NA
10049,199506,0.3972,2,5,2,5,62.5559,69.39,4,4,8,5,6,5
10050,199508,-1.1012,2,8,2,NA,31.7241,47.8511,1.5,1.5,11,2,4,4
10052,199503,-0.5433,2,8,NA,NA,38.5212,37.2593,3,2.5,NA,NA,2,NA
10053,199411,0.9842,1,8,4,NA,54.806,NA,2,2,6,6,NA,NA
10054,199505,-0.2606,2,6,2,2,48.8039,49.0123,3.5,2,8,5,5,NA
10055,199412,1.4132,1,2,5,5,69.24,74.592,4,3.5,8,5,5,NA
10056,199508,-0.7901,2,8,2,NA,56.8163,48.5795,3,2.5,11,4,4,4
10057,199500,NA,2,NA,NA,NA,NA,60.1523,3,2,NA,NA,NA,NA
10058,199410,0.5511,2,2,4,4,54.9576,45.5784,3,3,6,NA,NA,4
10059,199400,NA,1,NA,NA,NA,NA,55.4241,3.5,3.5,NA,NA,6,NA
10060,199409,-0.0058,1,5,1,NA,55.0993,53.4362,2.5,2.5,10,6,NA,5
10061,199505,1.165,1,2,NA,NA,64.4295,NA,3,3,NA,NA,NA,4
10062,199507,-0.7022,1,6,2,2,48.5401,56.7695,3.5,2.5,3,6,4,NA
10063,199505,-0.6763,1,5,NA,NA,49.8739,32.2622,2.5,2,NA,4,4,NA
10064,199510,-0.1112,2,8,2,2,50.3536,55.6154,3.5,3.5,6,NA,3,4
10065,199409,-0.5381,2,8,2,2,45.847,48.3718,3,1.5,10,4,3,NA
10066,199406,-0.3694,1,8,2,2,43.6624,50.9818,2,1.5,6,2,NA,NA
10067,199501,-1.7526,1,2,1,NA,65.7365,65.9677,3.5,3,6,5,5,6
10068,199407,-0.0872,2,8,NA,NA,50.2947,47.3476,2.5,2.5,NA,6,3,NA
10069,199412,1.6587,1,2,7,4,54.8354,68.6119,3.5,3.5,10,5,NA,NA
10070,199408,2.0218,1,8,4,7,61.1801,59.5097,3.5,3.5,8,6,6,NA
10071,199410,-0.2749,2,8,NA,NA,48.5055,50.4151,2.5,2,NA,NA,NA,NA
10072,199403,-0.0998,2,8,2,2,43.2763,39.6578,3.5,3,4,2,5,5
10074,199510,-0.2813,2,6,2,2,49.3308,36.1914,2,1.5,2,6,3,5
10075,199310,-0.231,2,8,2,4,49.573,49.3473,3,3,6,5,5,4
10076,199400,NA,1,NA,NA,NA,NA,36.1933,1.5,1,NA,NA,NA,2
10077,199509,-0.5803,2,8,2,2,53.9985,53.632,2.5,2.5,4,4,NA,NA
10078,199504,2.1586,1,3,5,7,73.529,65.5973,4,3.5,6,6,5,4
10079,199511,0.0865,2,6,2,NA,61.4345,55.9613,NA,2.5,4,NA,NA,NA
10080,199503,0.2028,2,3,4,NA,38.6225,45.1579,1,2.5,6,NA,NA,5
10081,199500,NA,2,NA,NA,NA,NA,45.059,2.5,2.5,NA,NA,NA,NA
10082,199400,NA,1,NA,NA,NA,NA,33.3081,1,1.5,NA,NA,1,NA
10084,199509,0.0884,1,8,3,2,67.0552,55.8666,4,4,6,5,4,5
10085,199405,-0.2902,1,8,NA,NA,45.2292,60.3485,2,1.5,NA,3,4,NA
10086,199505,-0.0996,2,2,NA,NA,63.5164,63.9407,NA,NA,NA,5,5,NA
10087,199507,-0.9782,1,6,3,NA,55.8121,52.3377,2.5,1.5,8,4,4,4
10088,199505,0.3647,2,6,NA,NA,49.7352,51.7461,3.5,3,NA,6,4,NA
10089,199411,0.984,1,3,5,NA,39.5401,43.9212,NA,2,8,5,4,NA
10090,199506,-0.0322,2,6,4,4,50.1433,50.607,3,3,6,NA,NA,6
10091,199501,-0.7627,1,5,1,1,51.2382,37.1459,2.5,2.5,5,3,2,NA
10092,199309,-0.6288,1,8,NA,NA,27.9219,35.2033,1,1,NA,2,1,2
10093,199502,-0.1513,1,8,4,2,49.5211,56.6855,3.5,3,6,6,5,2
10094,199502,1.7567,1,8,7,4,63.2917,NA,3,3,6,4,NA,5
10095,199504,0.122,2,6,2,5,67.7484,63.3464,3.5,3,8,6,6,6
10096,199509,-0.3442,2,3,2,2,47.1642,47.5031,NA,NA,6,NA,5,5
10097,199507,0.9349,2,5,3,4,53.6645,50.4829,2.5,2.5,8,5,5,NA
10099,199508,1.4352,2,8,5,4,52.6311,60.6802,4,3.5,8,6,NA,5
10100,199506,-0.1266,2,8,1,3,42.3864,49.4343,2,1.5,10,6,3,4
10101,199412,-0.1066,2,8,NA,NA,31.5936,NA,1.5,0.5,NA,NA,NA,2
10102,199507,0.9312,1,3,4,5,46.4191,43.247,2,1.5,10,5,4,NA
10103,199400,NA,1,5,1,1,NA,42.3615,1.5,2,11,NA,5,4
10104,199403,0.034,1,8,NA,NA,41.9997,NA,NA,NA,NA,5,NA,NA
10105,199412,1.0498,2,8,3,5,63.0972,62.0006,3.5,3.5,8,4,3,4
10106,199411,-0.4907,1,3,2,NA,57.5439,56.6333,3.5,3.5,8,6,5,5
10107,199504,1.2984,2,3,5,4,55.4635,53.7252,3.5,3.5,10,6,6,NA
10108,199507,-0.4024,2,6,2,2,64.0261,55.6401,NA,NA,10,NA,5,NA
10109,199411,0.0876,2,6,2,4,38.1072,40.9857,2,2,6,5,NA,4
10110,199501,0.5598,2,8,NA,NA,61.6932,66.7601,3.5,3.5,NA,4,4,4
10111,199210,-0.6659,1,8,2,1,30.5673,27.6363,NA,0.5,2,NA,1,NA
10112,199510,1.4591,1,2,5,4,77.4288,74.3539,4,4,10,6,6,5
10113,199503,-0.8455,1,5,2,NA,54.4463,51.2128,2.5,2,11,NA,3,NA
10114,199412,-0.8049,1,8,1,1,44.5891,NA,3,2.5,2,3,NA,NA
10115,199407,-0.0649,1,8,2,2,58.8679,53.1339,3,2.5,2,NA,5,NA
10116,199410,-0.4728,1,5,2,NA,58.4891,52.8832,2.5,2,6,6,5,NA
10117,199504,0.2802,2,8,4,2,60.5147,54.7168,3.5,3.5,6,4,6,6
10118,199401,0.215,1,3,2,NA,49.8312,49.1528,NA,NA,6,5,2,4
10119,199402,-1.0862,1,8,2,NA,38.2736,43.0683,1.5,1.5,1,2,1,NA
10120,199406,-0.7924,1,5,2,1,47.6869,50.1505,2,2,11,3,4,NA
10121,199406,-0.7549,1,6,2,2,34.2949,41.317,2,2,2,4,3,NA
10122,199506,0.2871,2,2,NA,NA,56.3244,53.9746,4,3.5,NA,6,6,4
10123,199500,NA,1,8,2,2,NA,36.5273,1.5,1.5,11,NA,NA,2
10124,199504,0.3555,2,8,NA,NA,49.2027,37.5238,3.5,3,NA,NA,NA,4
10126,199407,0.3709,1,8,5,2,33.7073,41.1813,1.5,1.5,6,NA,4,NA
10127,199508,-0.4293,2,3,2,2,49.547,48.5548,NA,NA,10,5,5,NA
10128,199410,0.2533,1,2,4,4,52.3332,53.1795,NA,NA,6,NA,2,4
10129,199411,0.2807,1,6,3,3,71.1744,66.4965,3.5,3,8,5,4,4
10130,199409,-0.7751,2,8,2,NA,40.3799,40.6355,3.5,3.5,10,2,4,NA
10131,199502,0.5592,1,5,2,5,75.5809,75.7788,4,4,10,6,6,4
10132,199412,0.3202,2,8,4,NA,57.4303,61.7479,3.5,3.5,6,4,4,5
10133,199505,-1.1259,1,5,2,1,57.9203,NA,1,1,3,4,NA,NA
10135,199412,0.2157,1,8,2,NA,37.6012,NA,1,0.5,4,NA,NA,NA
10136,199404,-0.2589,2,8,NA,NA,39.2558,32.0763,NA,NA,NA,6,5,3
10137,199503,-0.4726,1,8,3,2,55.5352,31.2547,2,1.5,2,NA,2,2
10138,199505,-0.1636,1,3,5,2,47.1855,45.2164,3,3,8,3,5,5
10139,199408,-0.0593,1,8,NA,NA,51.0166,42.8251,0.5,0.25,NA,2,2,2
10140,199411,-0.6665,2,5,2,NA,48.4349,51.9243,0.25,0.25,4,5,NA,NA
10141,199409,-0.6333,1,3,2,NA,46.7809,50.633,1,0.5,6,4,NA,5
10142,199408,-0.9297,1,4,NA,NA,34.6057,41.4938,1,0.5,NA,2,6,NA
10143,199510,1.0303,1,2,4,3,60.7838,53.692,3,3.5,8,NA,NA,4
10145,199503,0.0676,1,6,3,2,47.3269,51.7248,3,3,6,6,6,5
10146,199404,0.1079,2,6,4,NA,40.5263,49.4911,0.5,1,2,6,NA,5
10147,199310,-0.2751,1,8,2,2,56.2965,37.8957,2.5,2.5,4,NA,NA,2
10148,199308,-0.7937,1,5,NA,NA,43.1023,NA,1,0.25,NA,6,NA,NA
10149,199412,0.101,1,8,2,2,49.4672,49.1939,2.5,2.5,6,NA,4,NA
10150,199411,0.5366,1,8,3,5,52.5584,55.1889,3,3,10,6,5,NA
10151,199500,NA,2,8,NA,NA,NA,51.2892,2.5,2.5,NA,NA,2,NA
10153,199505,1.1111,1,8,4,4,69.6107,74.8939,NA,NA,10,5,5,4
10154,199411,0.2565,1,8,2,2,58.7944,56.7026,4,4,8,4,4,4
10155,199508,-0.9271,1,5,1,2,64.4815,56.4278,3,3,10,NA,NA,4
10156,199505,1.9004,1,8,4,7,48.4579,51.2083,2.5,2.5,10,NA,NA,4
10158,199406,0.9834,1,8,5,4,53.5701,55.8804,4,4,6,6,6,6
10159,199507,0.0489,2,8,2,2,43.6691,48.8155,NA,NA,4,NA,NA,3
10160,199509,0.1032,2,8,2,3,51.5413,55.7724,3,3,6,4,5,5
10161,199507,-0.8837,1,8,2,NA,48.8718,49.3426,2.5,2.5,6,NA,3,5
10162,199410,-0.9416,1,5,1,1,54.2935,61.2948,3,3.5,10,2,2,4
10163,199412,-0.0505,1,5,3,3,68.3935,66.4046,3,2.5,7,5,NA,NA
10164,199501,1.8024,1,2,4,7,50.4159,56.2189,3,2,10,6,6,6
10165,199500,NA,1,NA,NA,NA,NA,40.241,2,2,NA,NA,5,4
10166,199505,1.0753,1,8,4,4,61.0067,66.2954,4,4,10,5,6,6
10167,199507,0.3253,1,8,NA,NA,51.0248,49.6331,3,2.5,NA,4,5,5
10168,199508,0.756,1,8,4,4,43.5267,51.2072,3,3,6,3,4,4
10169,199410,0.1516,1,8,4,2,51.9807,50.7473,3,2.5,10,5,4,NA
10170,199412,0.3952,1,2,2,4,63.0721,70.0737,4,3.5,10,6,5,5
10171,199503,0.811,2,8,4,NA,66.6382,64.1629,4,4,10,6,6,6
10172,199411,-1.3184,2,8,2,NA,41.9635,38.5019,2,1.5,11,4,3,NA
10173,199507,2.2775,2,8,7,7,65.4175,68.322,NA,NA,10,6,6,5
10175,199409,0.1268,1,2,NA,NA,51.1482,61.5409,4,3,NA,4,4,4
10176,199409,-0.487,2,8,NA,NA,44.1874,29.9458,2.5,2.5,NA,2,4,NA
10177,199309,0.0301,1,8,2,2,32.2231,NA,NA,NA,2,2,NA,NA
10178,199412,0.4133,2,8,5,2,69.3018,63.8176,3.5,3.5,10,NA,5,NA
10179,199500,NA,2,2,NA,NA,NA,54.5766,2.5,3,NA,NA,3,NA
10180,199410,0.9223,2,6,4,4,53.3125,NA,3.5,3.5,10,6,NA,4
10181,199400,NA,1,NA,NA,NA,NA,32.5214,1,0.5,NA,NA,2,NA
10182,199503,1.3703,1,8,4,4,57.237,NA,NA,NA,8,4,NA,NA
10183,199410,0.1878,2,8,4,2,58.9156,55.9018,4,3.5,8,6,5,5
10184,199412,0.0462,1,8,2,2,49.3304,52.0027,3,3,10,NA,4,5
10185,199500,NA,1,4,NA,NA,NA,NA,2.5,2.5,NA,NA,NA,NA
10186,199500,NA,2,2,NA,NA,NA,67.4095,2.5,2.5,NA,NA,2,4
10187,199504,0.7085,2,6,4,3,50.4986,51.8329,2,2.5,6,3,NA,NA
10189,199500,NA,2,2,NA,NA,NA,50.6397,3.5,3.5,NA,NA,5,5
10190,199505,0.1626,1,8,NA,NA,55.5727,37.9042,1,2,NA,2,2,NA
10191,199311,-0.281,2,1,2,2,38.5661,36.429,3,3,11,NA,3,3
10192,199411,0.0027,1,7,2,NA,47.3637,44.4198,1.5,2.5,8,3,6,4
10193,199408,1.0269,2,8,4,4,32.6739,33.1058,3.5,3.5,6,5,5,6
10194,199502,-0.0327,1,8,2,2,57.3826,58.5077,3.5,3.5,8,4,4,4
10195,199505,1.0087,1,6,3,4,59.197,49.4586,3.5,3,6,5,3,3
10196,199500,NA,2,NA,NA,NA,NA,51.1055,3,2.5,NA,NA,4,4
10197,199500,NA,1,2,NA,NA,NA,62.0979,3,3,NA,NA,NA,NA
10199,199211,0.1172,1,5,2,2,31.8621,35.7419,NA,NA,1,1,2,2
10200,199507,-0.1942,1,8,3,2,43.2506,NA,1.5,2,11,4,NA,3
10201,199312,-0.29,2,8,NA,NA,36.179,36.1794,1.5,0.5,NA,5,NA,NA
10202,199500,NA,1,NA,NA,NA,NA,47.3377,2,1.5,NA,NA,4,NA
10203,199505,0.0776,1,2,4,2,49.7886,50.8193,3,3,6,4,NA,NA
10204,199500,NA,1,5,3,2,NA,37.021,1,1.5,3,NA,NA,4
10205,199503,0.5788,2,8,2,NA,50.3963,46.5984,3,3.5,8,5,NA,5
10206,199510,0.6767,2,8,NA,NA,67.1431,57.7842,3,2.5,NA,5,4,NA
10207,199503,-0.4381,1,1,2,3,51.2415,51.5773,2.5,2,6,NA,4,NA
10208,199410,-0.2391,1,8,NA,NA,31.533,35.3858,3,2,NA,NA,2,2
10209,199410,-0.3711,1,5,2,2,35.7946,42.4336,1.5,1.5,3,5,6,NA
10210,199601,2.0292,1,5,7,7,62.3903,70.3477,3,3,8,6,6,6
10211,199410,1.0961,2,8,5,4,55.4284,48.3833,3,3,6,NA,4,4
10212,199501,1.9172,1,8,4,7,78.6415,72.6682,NA,NA,8,5,4,6
10213,199503,0.879,2,8,NA,NA,52.5168,52.7894,3.5,3.5,NA,5,4,5
10214,199504,-0.5442,1,6,2,2,61.8043,64.5373,3.5,3,10,6,5,5
10215,199503,-0.6203,1,6,NA,NA,51.5896,NA,2.5,2,NA,5,NA,NA
10216,199412,0.1295,1,8,4,2,53.9321,59.5216,3.5,3,8,NA,NA,4
10217,199500,NA,2,5,5,2,NA,65.8264,3.5,4,10,NA,6,6
10218,199501,-0.1277,1,8,2,NA,57.7134,51.4251,3.5,3.5,11,3,3,NA
10219,199501,0.4431,1,8,3,3,41.8678,41.6353,2,2,11,2,NA,NA
10220,199505,-0.9952,1,8,2,NA,61.5325,63.1664,2,2,11,NA,3,4
10221,199411,0.1782,1,6,4,2,62.2458,53.7914,1.5,1.5,6,NA,2,NA
10222,199311,-0.5349,1,2,NA,NA,28.2156,32.8593,0.5,0.5,NA,6,2,NA
10223,199408,0.2131,2,8,4,2,55.0041,53.1518,2.5,2.5,8,5,4,6
10224,199410,0.5769,1,8,4,4,55.9562,55.9686,3,2.5,10,4,4,5
10226,199412,0.8994,2,1,5,3,69.7227,56.9856,4,4,10,6,4,6
10227,199502,0.2531,2,3,4,3,60.6604,56.2285,4,3.5,8,6,6,5
10228,199311,-0.5007,2,8,2,2,41.1471,34.6105,NA,NA,10,4,3,3
10229,199410,1.3994,2,8,4,4,63.7739,53.8499,4,3.5,10,6,4,6
10230,199505,0.7785,1,5,3,4,48.1132,53.9668,1.5,1.5,6,NA,5,4
10231,199300,NA,2,4,NA,NA,NA,50.5172,4,3.5,NA,NA,5,6
10232,199505,-1.3419,1,8,2,NA,46.5772,44.4594,3.5,3,2,2,NA,4
10233,199407,1.5235,1,8,4,5,58.2996,54.1647,3.5,3,6,4,5,4
10234,199501,0.8559,2,3,4,4,61.6927,63.3005,4,3.5,10,6,5,6
10235,199505,-0.2312,2,8,NA,NA,38.4425,49.5458,3,3,NA,4,4,4
10236,199500,-0.4813,1,8,2,2,39.2577,NA,2.5,2,4,NA,NA,NA
10237,199500,NA,1,NA,NA,NA,NA,33.6693,1.5,2,NA,NA,NA,NA
10238,199410,0.6733,1,8,4,3,72.7773,62.3258,4,4,8,5,6,NA
10239,199509,-0.5089,2,5,2,2,64.4785,57.1084,3.5,3,10,5,5,NA
10240,199505,-0.1403,1,5,2,2,49.92,48.14,2.5,2,6,5,5,NA
10241,199503,0.8973,1,8,5,2,53.3296,51.1814,3,3,6,5,NA,NA
10242,199506,-0.401,2,5,NA,NA,46.3173,NA,0.5,0.25,NA,NA,NA,NA
10246,199600,NA,2,5,NA,NA,NA,NA,2,2,NA,NA,NA,NA
10247,199412,-0.2066,1,8,2,2,56.5534,54.852,3,2.5,4,4,5,4
10248,199505,-1.0134,2,5,3,NA,59.4755,62.0991,NA,3,10,5,6,NA
10249,199405,0.7983,1,6,4,5,62.8043,61.1926,3.5,3,6,NA,NA,4
10250,199405,0.1271,1,8,NA,NA,62.2693,60.2734,NA,NA,NA,2,NA,NA
10251,199508,-0.0643,2,5,3,2,45.9831,48.0592,2.5,2,6,5,5,5
10252,199505,0.6195,2,6,4,NA,65.3481,55.3632,2.5,2.5,8,6,4,5
10253,199503,1.2556,1,3,4,5,61.3687,53.8511,3,2.5,10,6,6,6
10254,199504,0.6675,2,5,7,NA,41.7451,49.0608,3.5,2.5,6,3,NA,4
10256,199511,0.4329,2,3,2,NA,47.9258,50.5503,3,2.5,8,5,4,5
10257,199505,0.5718,2,8,3,4,56.6051,54.3289,3,3,6,5,4,4
10258,199502,0.0027,1,8,2,NA,48.4576,60.1586,2,2,4,5,3,NA
10259,199506,0.0839,2,8,4,2,44.3952,NA,4,3.5,6,4,NA,6
10260,199502,1.0476,2,8,4,3,63.4612,64.3933,3,3.5,11,6,6,6
10261,199509,-0.1181,2,6,3,2,49.085,37.0348,2.5,2,6,5,NA,NA
10263,199312,-1.2992,1,5,NA,NA,44.0829,43.9529,1.5,1.5,NA,2,NA,4
10264,199500,NA,2,2,NA,NA,NA,54.5425,4,4,NA,NA,3,6
10265,199504,-0.0714,2,8,2,2,48.6641,45.4621,1,0.5,4,NA,NA,NA
10266,199508,1.6415,2,8,5,5,60.5927,64.2059,4,3.5,6,6,5,5
10267,199404,-0.317,1,3,NA,NA,36.3265,37.5394,2.5,1.5,NA,5,NA,NA
10268,NA,NA,2,NA,NA,NA,NA,40.0955,3,3.5,NA,NA,3,3
10270,199500,NA,1,3,NA,NA,NA,37.2026,1.5,1.5,NA,NA,2,NA
10271,199412,1.6922,2,8,4,7,53.842,NA,NA,NA,10,NA,NA,NA
10272,199412,1.0189,1,8,4,5,59.9612,49.0771,2.5,2,6,NA,4,5
10273,199508,1.3209,1,8,4,4,31.5739,60.9094,NA,NA,6,NA,NA,NA
10274,199506,0.3842,2,8,4,4,64.3005,65.4494,4,4,8,6,5,6
10275,199506,0.0885,1,3,3,NA,36.2888,46.6069,2.5,2,6,5,NA,4
10277,199500,NA,1,3,NA,NA,NA,57.2058,3,3,NA,NA,6,6
10278,199408,-0.6849,1,5,NA,NA,46.8259,48.8086,NA,NA,NA,2,2,4
10280,199410,1.4259,1,6,7,4,64.5217,69.1897,4,4,10,6,6,6
10281,199411,-1.1012,2,8,2,NA,42.3415,38.6041,2,2,2,NA,2,NA
10282,199410,0.3877,2,8,4,2,40.5817,47.5472,3.5,3.5,6,5,4,3
10283,199507,0.3474,2,6,2,2,64.0675,58.8811,3.5,3,10,4,6,6
10284,199506,-0.6014,2,4,NA,NA,62.2617,48.8089,3,2.5,NA,4,4,4
10285,199412,-0.2233,1,7,2,NA,57.2458,61.615,NA,2,2,5,4,4
10286,199509,1.1463,1,8,4,4,71.7701,73.807,4,4,6,5,4,NA
10287,199506,-0.1576,2,5,NA,NA,49.612,37.8792,NA,NA,NA,NA,4,6
10288,199504,-0.7426,2,8,1,2,53.3906,54.4625,2,2,4,NA,4,5
10290,199508,1.0467,2,3,4,4,65.308,58.7252,4,4,10,6,5,6
10291,199510,0.4976,2,8,2,NA,48.3287,NA,NA,1.5,10,6,NA,NA
10293,199311,0.2201,1,3,NA,NA,46.66,47.4706,1,0.5,NA,6,2,5
10294,199508,0.5518,1,8,5,NA,64.3825,64.3161,2,1.5,2,6,NA,3
10297,199412,1.0708,2,8,3,7,64.7733,57.4699,3.5,3.5,8,6,6,5
10298,199500,NA,1,NA,NA,NA,NA,46.8432,3,3,NA,NA,5,5
10299,199508,-0.452,2,2,NA,NA,53.1339,50.51,3.5,3,NA,2,4,3
10300,199506,-0.6231,2,8,2,2,45.5236,46.9948,3,3,4,2,2,NA
10301,199507,0.257,1,8,NA,NA,37.461,47.3407,1,1.5,NA,2,NA,5
10302,199505,0.1653,1,3,2,2,44.1058,50.1604,4,4,6,4,5,5
10303,NA,NA,1,2,NA,NA,NA,57.9328,3,2,NA,NA,NA,3
10304,199507,1.0639,1,5,3,3,43.5211,50.1353,3,2.5,10,5,NA,NA
10305,199508,-1.0282,2,5,2,2,55.5727,62.1338,2,1,4,2,2,4
10306,199504,-1.4015,2,5,NA,NA,39.7401,NA,3.5,3.5,NA,5,NA,NA
10307,199402,-0.56,1,8,NA,NA,43.1947,38.7755,1.5,1,NA,1,4,2
10308,199503,-0.4475,1,3,NA,NA,46.0564,49.1683,1.5,1,NA,NA,NA,3
10309,199412,-0.056,2,3,2,NA,36.7248,33.6209,2,2.5,6,NA,NA,3
10310,199501,-0.3751,2,8,NA,NA,41.2652,NA,3.5,3.5,NA,NA,NA,NA
10311,199502,0.4073,1,3,4,NA,61.7196,66.0692,2,2,10,6,6,6
10312,NA,NA,2,2,NA,NA,NA,57.9361,3.5,3.5,NA,NA,6,6
10314,199508,-0.755,2,6,2,2,50.1368,43.8999,2,2,4,4,NA,NA
10315,199412,0.4571,1,8,NA,NA,49.5257,51.0343,3,3,NA,4,4,4
10316,199409,1.0407,2,8,4,5,59.0537,66.4686,4,4,10,5,NA,5
10317,199511,0.7185,1,3,NA,NA,61.2309,42.5125,2.5,2,NA,5,5,4
10318,199501,-0.1639,1,8,2,3,53.7345,51.7124,3,2.5,10,6,6,NA
10320,199500,NA,2,2,NA,NA,NA,67.476,4,4,NA,NA,NA,6
10321,NA,NA,1,4,NA,NA,NA,39.7137,2,2.5,NA,NA,2,NA
10322,199505,1.4893,1,8,4,5,53.7547,52.4763,3.5,3.5,8,NA,NA,4
10323,199505,-0.2213,2,8,2,4,34.0761,47.2534,2.5,2.5,8,NA,NA,5
10324,199411,0.7921,2,8,3,4,51.8666,54.3451,3.5,3,6,4,3,4
10325,199410,-0.4129,1,5,2,2,63.1422,63.3305,4,4,4,5,5,NA
10326,199509,2.007,2,2,7,7,75.0439,73.1427,4,4,10,6,6,6
10327,199402,-0.8061,1,5,NA,NA,35.4759,33.5837,2.5,2.5,NA,2,NA,NA
10328,199506,2.5308,2,8,7,7,32.5395,40.6039,3,NA,6,NA,NA,4
10329,199506,0.3692,2,8,NA,NA,53.9987,51.0853,2.5,2.5,NA,5,3,NA
10330,199412,-0.4794,1,8,3,2,47.4455,48.3819,3,3,4,NA,2,NA
10331,199412,0.3282,2,8,2,4,58.7895,52.9764,3,3,8,5,4,4
10332,199510,0.6766,1,8,2,4,55.1363,58.3458,2,2,6,NA,4,NA
10333,199506,-1.5119,2,3,1,NA,48.7074,NA,1.5,1.5,8,2,NA,3
10334,199510,0.4939,2,5,5,2,49.6469,51.4562,2.5,3,10,5,6,6
10335,199409,-0.3335,2,5,NA,NA,60.2106,60.8043,3,3,NA,5,5,4
10336,199410,0.0885,1,8,3,NA,58.6335,55.2571,2.5,2,8,3,5,4
10338,199505,-0.0176,1,8,3,2,59.2222,59.5291,NA,NA,11,5,4,NA
10339,199512,-0.3118,1,5,4,NA,51.1632,49.4355,2.5,2,10,4,4,5
10340,199504,0.4099,1,8,NA,NA,53.9253,53.5562,2,2,NA,NA,4,3
10341,199206,-1.1739,1,5,1,2,56.2858,39.2446,1.5,0.5,10,NA,4,NA
10342,199405,0.5563,1,3,3,4,26.7135,30.5707,2.5,2,4,NA,3,5
