stu_id,x1stdob,x1ses,x1sex,x1race,x1par1edu,x1par2edu,x1mtscor,x2mtscor,x3gpa9,x3gpaacd,x1parexp,s1eduexp,s2eduexp,s4eduexp
12454,199412,0.7949,1,6,4,4,67.061,67.6425,3.5,3,6,4,5,6
12455,199506,-0.056,2,3,2,NA,44.4346,41.2276,1.5,1.5,10,6,6,6
12457,199508,0.6578,1,8,NA,NA,48.6039,54.2037,NA,NA,NA,NA,2,NA
12458,199411,-0.0506,1,3,2,2,47.36,42.7266,2,2,4,6,4,NA
12459,199410,0.4204,1,8,4,2,45.4334,49.5823,2.5,1.5,8,6,2,4
12460,199506,-0.0752,2,5,2,2,59.8552,56.0154,4,3.5,8,5,4,4
12461,199504,0.8856,2,8,3,4,63.5403,55.8346,4,4,6,5,4,5
12462,199501,1.6027,1,8,5,5,53.3628,53.1616,3.5,3,10,4,4,6
12464,199505,0.0807,2,3,NA,NA,42.7563,NA,1.5,2,NA,NA,NA,5
12465,199504,0.4396,1,8,4,NA,43.2057,46.8969,2,2,6,5,6,NA
12466,199411,1.5122,1,8,5,5,55.3828,62.7564,4,4,8,NA,NA,5
12467,199506,0.1733,2,8,NA,NA,49.2952,NA,1,1.5,NA,3,NA,5
12468,199408,-0.4232,1,6,2,2,27.2506,33.2759,3,2.5,2,NA,2,NA
12469,199311,-0.5976,2,7,3,1,45.0187,NA,NA,NA,1,2,NA,NA
12470,199205,-0.3656,2,8,NA,NA,36.4501,31.6314,3,2.5,NA,NA,3,4
12472,199410,0.4267,2,8,3,3,54.0544,60.8113,4,3.5,10,6,4,3
12473,199409,-0.4546,1,8,NA,NA,59.8629,55.639,2.5,2.5,NA,6,6,6
12474,199504,0.03,2,5,3,3,50.5775,54.1699,3,2.5,4,5,3,4
12475,199410,0.1527,1,5,2,3,57.6129,51.6297,3.5,2.5,11,5,2,NA
12476,199506,0.5877,2,8,3,5,39.9576,51.9089,3,3,6,NA,NA,NA
12477,199503,0.8139,2,6,NA,NA,59.6295,61.5023,3,3.5,NA,6,6,NA
12478,199501,0.9836,2,8,NA,NA,44.7333,NA,3,2.5,NA,NA,NA,NA
12479,NA,NA,2,NA,NA,NA,NA,50.9877,3,3,NA,NA,NA,4
12480,199411,-0.0451,2,1,NA,NA,33.4105,36.6602,2,2,NA,3,5,NA
12481,199412,0.4529,1,8,4,NA,65.3786,53.8808,3.5,3,10,5,4,4
12482,199502,1.211,1,8,4,4,69.3424,63.7352,3.5,3,10,NA,6,5
12483,199405,-0.1103,2,2,4,3,69.0962,NA,3,3,6,NA,NA,NA
12484,199501,-0.2739,1,5,3,2,42.9683,52.9676,1.5,1.5,6,6,3,NA
12485,199511,0.8305,1,8,4,5,78.6523,73.995,4,4,8,5,5,4
12486,199508,-0.3176,1,8,NA,NA,47.4327,NA,2,2,NA,4,NA,NA
12487,199412,0.515,2,2,5,4,58.6022,NA,NA,3.5,10,6,NA,6
12488,199505,1.2139,1,5,5,4,46.2397,54.4138,NA,NA,10,6,6,6
12489,199500,NA,2,2,NA,NA,NA,56.1396,3.5,3.5,NA,NA,6,6
12490,199411,-0.7477,1,5,2,2,54.8572,52.3013,2.5,2.5,8,5,6,4
12491,199406,-0.6333,1,8,2,NA,54.8673,49.1172,3,2,6,2,2,NA
12492,199411,0.1597,2,5,NA,NA,56.3952,NA,1.5,1,NA,NA,NA,NA
12493,199509,-0.1125,2,8,3,1,50.2964,52.3927,3,2.5,8,NA,5,5
12494,199508,0.3321,2,3,NA,NA,33.9829,NA,2.5,2.5,NA,4,NA,NA
12495,199505,0.4949,1,2,4,4,53.188,56.9285,3,3,6,NA,4,4
12496,199409,-0.3343,1,5,2,2,32.1439,22.2383,2.5,3,2,2,2,NA
12497,199503,0.5507,2,8,3,2,66.6512,56.2223,4,4,6,6,5,NA
12498,199500,NA,1,8,7,NA,NA,33.8002,2.5,2,6,NA,5,4
12499,199400,NA,1,3,NA,NA,NA,48.4593,2,1.5,NA,NA,2,NA
12500,199408,0.7377,1,2,4,NA,75.9157,79.9568,3.5,3.5,6,4,4,NA
12501,199411,-0.0754,2,8,4,NA,53.8324,54.157,NA,NA,11,5,NA,NA
12502,199409,-0.28,1,8,2,2,42.3655,48.7325,2.5,2,11,2,NA,NA
12503,199410,0.5097,2,8,3,2,55.2249,56.4638,3.5,3.5,6,4,5,5
12504,199505,-0.7001,2,5,3,1,38.7612,46.5501,2,2,4,2,5,NA
12505,199400,NA,1,NA,NA,NA,NA,50.1956,4,4,NA,NA,6,6
12506,199410,-0.0639,1,8,4,3,72.3336,70.3848,4,3,6,NA,4,NA
12507,199500,NA,1,8,7,5,NA,45.4064,3,2.5,6,NA,4,NA
12508,199501,-0.5841,1,8,NA,NA,39.4058,48.2631,1,1.5,NA,6,6,5
12509,199507,0.5974,2,8,NA,NA,49.4148,37.5503,2,2,NA,4,3,NA
12510,199300,NA,2,5,NA,NA,NA,NA,3,2,NA,NA,NA,NA
12511,199508,1.155,2,8,5,3,50.7995,51.8002,4,4,10,6,6,6
12512,199505,-1.43,2,3,2,NA,44.6388,46.2571,3.5,3.5,8,4,4,6
12513,199306,0.9499,2,8,NA,NA,51.9858,NA,NA,NA,NA,2,NA,NA
12514,199402,-0.3357,2,6,NA,NA,37.8876,NA,2,2.5,NA,6,NA,6
12515,199410,-0.7751,1,8,2,NA,45.586,62.3748,2.5,2.5,4,5,6,5
12516,199409,-0.6785,1,3,2,2,46.6615,53.21,2.5,2,6,NA,NA,NA
12517,199509,0.6579,2,8,5,3,59.5915,57.1691,3.5,3.5,8,5,5,5
12518,199509,0.8076,1,2,3,4,71.0914,74.496,4,3.5,11,NA,6,5
12519,199506,1.4041,1,8,5,4,62.3202,63.5122,4,3.5,8,5,4,5
12520,199508,0.2959,2,8,NA,NA,43.3567,48.7751,2.5,2.5,NA,4,4,4
12521,199402,-1.2033,2,5,1,1,50.4362,46.7407,3,3.5,8,NA,NA,NA
12522,199511,1.7152,1,4,5,7,50.1634,NA,NA,NA,7,6,NA,5
12523,199409,-0.0199,1,8,1,1,49.2362,62.8258,3.5,3.5,11,4,NA,3
12524,199412,1.2152,2,8,4,5,55.9041,45.1388,3.5,3.5,6,4,4,4
12525,199403,-0.2503,1,8,NA,NA,60.0364,47.5457,NA,NA,NA,NA,3,4
12526,199510,1.0292,2,8,5,4,61.8231,63.1803,NA,3.5,8,5,6,5
12527,199408,0.4082,1,2,3,2,51.665,55.6231,3,2.5,6,5,4,4
12528,199410,-0.8552,2,8,4,NA,66.1216,54.0992,3.5,3,10,5,5,5
12529,199503,-0.0271,2,5,4,2,44.9225,48.0584,2.5,2,10,6,3,2
12530,199405,-0.2139,2,6,NA,NA,56.4486,55.6298,2.5,3,NA,4,2,NA
12531,199501,0.2652,2,8,NA,NA,54.7378,54.5299,3.5,3.5,NA,4,4,NA
12532,199510,1.6587,2,2,7,4,78.9298,NA,4,4,6,6,NA,5
12533,199503,0.1086,1,8,NA,NA,55.6308,52.5572,3,2.5,NA,3,4,4
12534,199408,0.0595,1,5,2,2,29.8334,30.1881,1.5,1.5,8,NA,4,4
12535,199408,-0.5319,2,5,4,NA,50.8659,54.517,3,3,8,4,5,4
12537,199506,1.4186,2,8,5,4,51.619,55.2857,3.5,3.5,8,5,NA,4
12538,199412,-0.9072,2,8,2,NA,69.6967,72.8108,4,4,8,5,5,5
12539,199411,1.8244,1,8,4,7,48.9029,62.8229,3,3,6,NA,4,4
12540,199500,NA,2,5,7,4,NA,51.1146,3,2.5,8,NA,6,NA
12541,199412,2.1516,1,8,5,7,53.3103,26.9326,4,3.5,11,2,NA,NA
12542,199505,-0.3779,1,5,NA,NA,47.2132,49.1122,0.5,0.25,NA,2,3,NA
12543,199407,-0.2903,2,8,3,2,37.2562,48.3445,1.5,1.5,2,3,NA,6
12545,199502,-0.4679,2,5,2,1,48.7658,47.884,2.5,2,6,4,3,NA
12546,199501,0.1269,2,8,5,NA,49.2036,48.6294,2.5,2,8,6,5,3
12547,199305,-0.3394,1,5,2,2,52.5417,54.3004,2.5,1.5,11,3,3,3
12548,199501,0.0839,2,8,2,4,76.1379,67.5065,3.5,4,6,4,5,5
12549,199312,-0.0218,1,3,5,2,36.1879,38.6907,1,1,6,NA,4,4
12550,199309,-1.0449,1,8,1,NA,46.5954,45.2118,1,0.5,2,NA,NA,2
12551,199411,-0.3558,2,8,2,3,49.323,50.0107,2.5,2.5,6,4,4,4
12552,199508,0.0904,2,3,3,3,53.6151,51.6635,3.5,3,7,4,5,5
12553,199412,-0.0893,1,2,2,2,53.0008,53.0979,3,3,8,3,NA,5
12554,199411,-1.1008,1,5,1,1,46.8495,41.9494,1.5,1,2,2,5,4
12555,199409,-0.6637,1,8,2,1,42.2336,46.6198,1.5,1,2,6,2,NA
12556,199407,-0.4784,2,5,2,2,40.1056,34.7755,NA,NA,1,2,2,NA
12557,199411,-0.2862,2,8,2,2,37.727,NA,1.5,2,2,2,NA,NA
12558,199409,-0.0137,1,8,2,2,45.6817,46.3135,2.5,2,8,NA,4,4
12559,199506,0.0416,2,6,3,NA,46.1355,NA,2,2,8,4,NA,NA
12560,199505,1.0128,2,2,5,4,63.0205,64.7565,3.5,3,6,5,5,5
12561,199504,-0.6918,2,8,1,1,36.5285,42.3556,2.5,2,10,4,5,NA
12562,199408,-0.7223,2,1,1,NA,27.7335,NA,1,2,11,1,NA,6
12563,199508,-0.3841,2,3,2,2,42.5908,48.5338,NA,NA,4,4,NA,NA
12564,199510,-1.3682,2,3,2,NA,40.3774,46.4971,2,1.5,10,NA,4,NA
12565,199510,-0.0782,1,5,3,5,47.0285,46.3767,2.5,2,6,2,4,2
12566,199510,-0.0105,1,8,3,2,57.8835,65.9214,3.5,3,8,6,5,4
12567,199412,1.977,1,8,4,7,62.1497,62.0904,4,3.5,10,NA,NA,5
12568,199400,NA,1,6,NA,NA,NA,32.4546,2,1,NA,NA,NA,2
12569,199508,0.6587,1,8,4,4,49.0385,54.5449,3.5,3.5,6,6,6,4
12570,199606,-0.4209,1,3,NA,NA,53.4565,NA,NA,2.5,NA,5,NA,NA
12571,NA,NA,2,NA,NA,NA,NA,47.8418,NA,2.5,NA,NA,3,NA
12572,199400,NA,1,3,3,2,NA,37.6884,2,2,4,NA,4,4
12573,199411,-1.3419,2,8,2,NA,39.0577,33.2539,3,3,11,5,4,NA
12574,199509,-0.2903,1,2,3,2,59.0865,58.0041,3.5,2.5,8,2,2,4
12575,199312,-1.4492,2,3,1,2,49.4983,49.0609,3,3,2,2,5,4
12577,199505,0.3112,2,8,NA,NA,60.9592,54.4788,4,3.5,NA,2,3,NA
12578,199504,1.7325,1,8,4,7,60.2578,69.631,NA,NA,8,5,5,NA
12579,199508,1.7214,1,8,4,7,66.1371,63.9152,4,3.5,8,4,4,4
12580,199504,0.0865,2,8,2,NA,65.0238,64.6095,3.5,3.5,11,5,4,NA
12581,NA,NA,2,NA,NA,NA,NA,51.8709,3.5,3,NA,NA,5,6
12582,199505,-0.1022,2,6,NA,NA,44.4007,51.0979,1.5,1.5,NA,5,4,4
12583,199500,NA,2,4,NA,NA,NA,45.6167,3.5,3,NA,NA,NA,6
12584,199500,NA,2,4,NA,NA,NA,NA,1.5,2,NA,NA,NA,NA
12585,199310,0.9599,1,3,4,4,32.6604,33.9684,1.5,1.5,2,NA,2,3
12586,199508,-1.2795,1,5,2,1,42.4129,49.8439,0.5,0.5,2,NA,2,2
12587,199503,1.7187,1,2,7,7,69.3994,69.2713,3.5,3.5,6,6,6,4
12588,199408,1.9387,1,8,4,7,58.5548,61.3148,3.5,3,10,6,6,5
12589,199508,-0.3215,1,8,NA,NA,51.3972,NA,NA,NA,NA,6,NA,NA
12590,199505,-1.3277,1,6,1,2,52.6817,63.636,3.5,3,8,5,NA,4
12591,199401,-0.6664,2,8,NA,NA,32.1699,35.875,NA,0.5,NA,3,NA,2
12592,199410,1.179,1,6,4,5,62.3183,55.763,4,4,6,5,4,5
12593,199506,1.7779,2,8,7,5,59.7256,63.9105,3.5,3,10,6,6,6
12594,199406,-1.7157,1,5,1,NA,26.325,32.0307,2,2,11,4,6,NA
12595,199508,1.977,1,8,4,7,49.7315,53.6266,3,3,10,5,4,NA
12597,199408,-0.0283,1,8,NA,NA,36.869,37.1168,1.5,1,NA,3,2,NA
12599,199410,-0.8455,1,5,2,NA,48.9223,47.5765,1,1,2,5,NA,NA
12600,199505,-0.1505,2,8,2,2,45.6094,43.5148,3.5,3,6,3,4,6
12601,199508,-1.1259,1,5,1,2,55.213,47.6604,3,3,10,5,4,4
12603,199505,0.3664,2,8,2,5,57.6476,56.6476,3,3.5,8,5,5,4
12604,199501,0.6306,2,8,5,2,65.6297,51.5325,3.5,3,8,6,6,5
12605,199510,0.2732,2,5,4,NA,54.5393,56.6747,4,3.5,10,6,5,6
12606,199502,-0.1484,2,8,2,2,72.4633,74.2775,4,4,8,6,4,4
12607,199311,-0.2739,2,8,3,2,34.0804,30.4191,1,1,2,2,4,NA
12608,199410,0.6673,2,5,3,3,46.3542,NA,2.5,2.5,10,4,NA,4
12609,199506,-0.1732,2,6,NA,NA,41.0382,NA,2,2,NA,5,NA,NA
12610,199501,0.3096,2,5,2,2,59.4337,NA,3,3,8,NA,NA,NA
12611,199503,0.6797,1,8,4,4,44.7856,51.0864,2.5,2,6,NA,NA,4
12612,199411,1.5552,1,2,7,4,59.917,50.5874,3,3,10,6,5,5
12613,199412,0.5273,2,8,4,2,49.7524,55.3892,3.5,3.5,11,5,5,5
12614,199503,1.5048,2,2,4,7,73.4164,69.5905,4,3.5,10,6,6,6
12615,199506,-0.8702,1,3,2,2,52.0366,63.7784,3.5,3,10,6,5,5
12616,199500,NA,1,6,2,2,NA,55.0397,3,2.5,8,NA,4,NA
12617,199502,0.0478,1,5,NA,NA,64.6592,64.3545,2.5,2.5,NA,6,NA,5
12618,199503,-0.1779,2,3,2,2,46.4731,43.3925,3.5,3.5,11,4,3,6
12620,199403,-0.1371,1,2,4,2,55.251,52.2478,2,2,11,6,4,NA
12622,199501,-0.43,1,8,2,NA,51.8001,50.3898,2,2,11,5,4,6
12623,199503,0.9957,1,8,NA,NA,63.1285,67.4964,NA,NA,NA,NA,4,4
12624,199504,0.3497,1,8,3,3,46.874,NA,2,1.5,6,NA,NA,NA
12625,199505,0.5702,1,8,4,4,54.2975,56.2331,2.5,2.5,6,5,4,5
12626,199505,0.1039,2,3,3,NA,49.3702,55.1306,2,2,10,5,5,4
12627,199310,-0.0296,2,8,NA,NA,43.7576,36.5749,1,0.5,NA,2,2,NA
12628,199408,-1.0351,1,5,2,2,31.335,NA,NA,NA,10,2,NA,NA
12629,199411,0.9247,2,6,4,2,50.3454,43.9919,2.5,3,10,6,6,3
12630,199502,0.3395,2,8,5,2,45.067,53.5965,3.5,3.5,6,NA,NA,5
12631,199412,0.6914,1,3,4,2,54.0483,53.2626,2,2,6,4,NA,4
12632,199508,0.193,1,8,5,1,60.2508,56.2876,4,3.5,6,4,NA,5
12633,199502,-0.4256,2,3,NA,NA,40.1867,34.4094,1,1.5,NA,6,2,6
12634,199509,-0.7751,1,5,2,NA,39.3016,42.9948,3,3,11,5,4,NA
12635,199503,-0.522,2,8,NA,NA,51.7291,43.1763,3,3,NA,5,NA,4
12636,199412,0.9456,1,8,2,3,64.1996,61.4449,2.5,2.5,10,5,4,NA
12637,199504,-0.8786,1,8,4,NA,58.9204,61.8935,3,2.5,6,2,4,4
12638,199409,1.0579,2,8,4,4,56.0792,NA,NA,NA,8,NA,NA,NA
12639,199403,0.2953,1,8,NA,NA,45.4037,NA,0.25,0.25,NA,5,NA,NA
12640,199411,1.4564,2,5,4,5,47.844,56.3478,3.5,3,6,5,4,5
12641,199412,-0.1434,1,8,NA,NA,52.8132,40.2192,3,2.5,NA,6,6,NA
12642,199501,8e-04,1,6,NA,NA,60.0253,49.2086,2,1,NA,4,4,NA
12644,199500,NA,1,NA,NA,NA,NA,29.1952,3,2.5,NA,NA,5,NA
12645,199502,-0.5919,2,5,NA,NA,40.1469,54.8299,3.5,3.5,NA,6,NA,4
12646,199508,-0.5445,1,8,NA,NA,33.7048,44.8375,1.5,1.5,NA,6,4,3
12647,199409,1.4423,2,8,5,5,50.3651,56.4394,4,3.5,10,6,6,6
12648,199412,0.309,1,8,2,2,31.1345,35.4971,3,2.5,4,NA,4,NA
12649,199412,0.2463,1,8,NA,NA,48.9669,39.7447,2,1.5,NA,4,NA,NA
12650,199402,-1.5209,1,8,2,NA,52.4303,NA,1.5,1,2,2,NA,NA
12651,199412,0.8046,2,8,4,3,70.8688,66.3549,4,4,11,4,5,6
12652,199504,-0.2066,2,8,2,2,57.2795,59.0596,4,4,6,5,5,5
12653,199505,0.4433,1,8,2,4,27.8392,40.0863,1.5,1.5,6,NA,NA,NA
12654,199501,-0.8103,1,5,2,NA,36.1689,28.6253,2,1.5,6,NA,NA,NA
12655,199411,0.0108,1,8,NA,NA,51.9841,43.7498,2.5,2.5,NA,5,NA,NA
12656,199503,-0.5269,2,8,4,1,52.6331,49.9382,2,2.5,5,NA,NA,3
12657,199402,0.2772,2,6,4,4,45.375,53.4701,3,3,5,3,4,4
12658,199508,0.3238,1,5,2,2,53.5228,NA,1.5,1.5,4,6,NA,3
12660,199411,0.3707,1,6,4,3,55.1406,48.5175,3,3,8,5,4,4
12661,199408,1.3197,1,6,3,7,65.5899,64.9978,4,3.5,10,NA,5,NA
12663,199509,-0.271,1,2,NA,NA,41.829,46.2987,1.5,1.5,NA,2,5,NA
12664,199504,-0.4839,2,3,NA,NA,39.6026,NA,1.5,2,NA,5,NA,NA
12665,199502,-0.4813,1,8,2,2,46.6261,37.8671,2,2,6,NA,6,NA
12666,199500,NA,2,NA,NA,NA,NA,50.2854,2.5,2,NA,NA,3,4
12667,199406,0.0232,1,2,NA,NA,53.249,48.0244,2,2,NA,4,3,NA
12668,199409,-0.2744,1,2,3,2,53.3027,55.3787,3,3,6,3,4,4
12669,199410,-0.082,2,3,3,2,48.791,44.2612,NA,2,8,3,3,4
12670,199407,0.1483,1,8,NA,NA,63.7066,54.2182,3,3.5,NA,4,4,NA
12671,199506,-1.5072,1,2,1,1,35.8901,NA,2,2,6,2,NA,NA
12672,199503,1.4775,1,5,5,5,46.2031,53.3423,3,3,8,NA,NA,NA
12673,199509,1.4842,1,2,7,4,70.4147,73.7255,3.5,3.5,8,4,5,4
12674,199604,0.9104,1,8,4,5,77.5761,79.7853,3.5,3.5,8,5,4,NA
12675,199509,-1.245,1,8,2,NA,26.3375,31.6714,2.5,2.5,11,NA,2,NA
12676,199504,0.0921,1,6,NA,NA,45.6396,37.5486,1,1.5,NA,4,2,NA
12678,199501,0.2837,1,5,4,4,46.464,47.6215,2,2,10,NA,3,4
12679,199310,0.846,1,8,4,4,42.5488,33.2045,1,1,5,3,6,4
12680,199506,0.8519,2,8,4,4,67.6343,71.0811,4,4,10,5,6,4
12681,199410,0.8388,2,2,NA,NA,51.7587,NA,3,3,NA,NA,NA,NA
12682,199312,0.1641,1,2,3,3,45.0401,43.9354,3.5,3.5,6,NA,NA,NA
12683,199401,-0.2653,2,8,NA,NA,51.0136,NA,2.5,2,NA,NA,NA,NA
12684,NA,NA,2,4,NA,NA,NA,NA,1.5,1.5,NA,NA,NA,NA
12685,199409,-1.5209,2,5,2,NA,44.8066,48.5489,2.5,2.5,10,2,2,NA
12686,199504,-0.1262,1,8,2,2,56.8436,31.8122,2.5,2.5,11,4,4,2
12687,199400,NA,2,NA,NA,NA,NA,62.2506,3,2,NA,NA,6,6
12688,199504,-0.5089,1,8,2,2,46.9119,61.0566,2.5,3,6,3,3,4
12689,199406,-0.6504,1,6,2,2,24.7214,47.2826,0.25,1,2,NA,2,2
12690,199502,-0.2162,2,4,3,1,53.1139,48.733,3,3,6,NA,4,4
12691,199506,-0.2293,2,8,2,2,54.6119,57.1199,3.5,3,6,6,6,6
12693,199409,-0.0422,2,8,2,2,47.4073,46.8043,2.5,3,10,5,6,NA
12694,199501,1.3945,2,8,5,4,53.1613,47.8497,NA,NA,8,6,5,5
12695,199506,0.2481,2,8,2,2,45.1933,46.131,3,2.5,6,NA,4,NA
12696,199502,-0.0289,1,5,3,NA,48.0413,42.7493,3,3,4,NA,NA,4
12697,199507,-0.1427,2,8,2,2,47.0588,51.9005,3.5,3.5,2,NA,4,NA
12698,199408,1.3936,2,2,7,5,64.3244,56.6574,NA,NA,10,6,6,5
12699,199400,NA,2,NA,NA,NA,NA,47.3322,4,3.5,NA,NA,5,3
12700,199400,NA,1,NA,NA,NA,NA,61.1501,3,3.5,NA,NA,4,4
12701,199506,-0.735,1,8,2,2,59.5418,55.8763,3.5,3.5,8,6,5,5
12702,199509,1.8091,2,8,7,4,66.1898,63.2561,4,3.5,6,5,5,5
12703,199505,-1.0862,1,8,2,NA,64.5762,54.3852,3,3,6,4,4,NA
12704,199411,-0.1231,2,8,2,4,62.9867,64.5074,NA,2,8,4,2,5
12705,199405,0.5268,1,8,4,2,49.837,35.242,3,3,6,5,5,4
12706,199410,0.9694,1,8,4,4,53.391,50.8605,3.5,3,8,NA,NA,4
12707,199310,-0.8061,2,5,1,1,49.9397,49.4433,2,1.5,11,2,3,NA
12708,199305,-0.3182,1,5,4,3,32.4972,NA,1.5,1,11,2,NA,NA
12709,199410,0.3739,1,8,3,2,59.6276,50.3709,2,2,6,5,4,4
12710,199501,0.6592,2,2,3,3,64.0442,NA,4,4,10,4,NA,6
12711,199504,-0.0251,2,8,4,2,57.6486,63.1376,4,3.5,6,5,4,6
12712,199507,-0.2776,1,3,NA,NA,36.7252,37.8778,NA,NA,NA,2,2,NA
12713,199506,-0.01,2,8,3,3,45.565,49.4064,3.5,3.5,4,4,3,3
12714,199410,-0.1972,2,6,3,2,52.3086,56.8189,4,3.5,6,4,5,5
12715,199503,-0.6231,1,8,2,2,57.671,46.9981,3.5,3,10,3,4,5
12716,199508,-1.245,2,8,2,NA,55.8411,45.3023,2.5,2,8,6,3,NA
12717,199502,-0.5825,1,5,2,2,37.8002,37.2355,2.5,2.5,11,2,4,NA
12718,199506,0.0669,1,3,NA,NA,52.4164,62.6417,2.5,3,NA,NA,4,4
12719,199309,0.1376,1,8,NA,NA,41.8211,NA,0.5,0.25,NA,NA,NA,NA
12720,199505,-0.0506,2,8,2,2,57.8383,56.2565,4,3.5,10,6,4,5
12721,199408,0.0912,1,8,2,2,46.0714,46.5522,2,1.5,10,5,6,NA
12722,199505,-0.5523,1,8,NA,NA,35.2789,46.9711,2,1.5,NA,NA,2,2
12723,199501,-0.406,1,8,2,2,49.6542,54.6629,2,1.5,2,3,NA,NA
12724,199505,0.8492,2,8,4,NA,57.2186,53.2318,4,4,8,5,5,6
12725,199500,NA,1,NA,NA,NA,NA,61.176,3,3,NA,NA,5,5
12726,199505,-0.0289,1,6,3,NA,34.7065,40.7718,3,3,6,2,3,5
12727,199505,-0.3652,1,5,3,4,50.1427,52.5795,NA,NA,10,NA,4,NA
12728,199505,-0.3524,1,8,NA,NA,40.6735,47.7714,2,1,NA,2,NA,NA
12729,199504,-1.5209,2,3,2,NA,44.8241,54.0969,3.5,3.5,10,6,6,6
12730,199504,0.484,1,8,2,4,53.7779,63.5997,4,4,8,NA,4,5
12731,199506,-0.1778,1,6,2,2,52.7204,41.8842,3.5,3.5,4,NA,5,NA
12732,199409,-0.3617,2,8,2,3,54.0071,56.3287,4,4,10,NA,5,4
12733,199408,-0.4016,2,8,3,NA,53.4066,48.693,2.5,2,6,NA,NA,NA
12734,199406,-1.1769,1,5,1,1,30.8943,32.5652,1.5,1.5,10,5,5,3
12735,199410,-1.1272,1,5,1,1,56.3093,52.7676,3.5,3.5,10,4,4,4
12736,199504,-0.8158,1,8,2,1,58.3941,58.2668,3.5,3.5,6,4,NA,3
12737,199504,1.2786,2,8,4,4,52.6234,58.0393,4,4,6,4,5,5
12738,199406,1.9922,1,8,4,7,65.4425,55.5304,3.5,3.5,10,NA,6,NA
12739,199409,-0.1809,2,8,3,2,68.2942,56.6547,3,3.5,8,5,4,5
12741,199506,-1.1103,2,3,3,NA,53.927,NA,3.5,3,8,NA,NA,NA
12742,199501,0.8942,2,8,4,3,65.31,67.1644,4,4,6,5,5,5
12743,199402,0.2292,2,8,NA,NA,48.8557,41.1598,2.5,2.5,NA,NA,3,NA
12744,199404,-1.3411,2,5,NA,NA,38.4847,48.1833,3,2.5,NA,2,NA,2
12745,199412,-0.2073,2,2,NA,NA,44.2696,51.7544,4,3.5,NA,6,4,4
12746,199503,0.0697,1,8,NA,NA,43.8433,46.4887,1.5,1.5,NA,5,5,NA
12747,199412,0.7554,2,8,4,4,56.6281,54.1534,3,3.5,6,NA,4,5
12748,199503,-0.6333,2,6,2,NA,57.1101,51.7149,2.5,3,6,NA,4,4
12749,199403,-1.4415,2,3,1,NA,41.2544,48.3875,3,3,8,2,6,6
12750,199501,-0.4843,2,5,2,2,45.4574,40.6414,NA,NA,6,2,3,NA
12751,199500,NA,2,NA,NA,NA,NA,46.2079,2.5,2.5,NA,NA,4,NA
12752,199505,1.2072,2,8,5,4,64.8839,54.1609,3,3.5,11,4,4,5
12753,199506,0.6284,2,2,4,4,66.5443,57.7214,4,4,6,NA,NA,4
12754,199508,0.6165,1,5,4,2,58.3672,45.2954,2.5,1.5,6,NA,NA,NA
12755,199504,0.0027,2,5,2,NA,50.2001,45.8317,1.5,1,6,NA,2,2
12756,199410,0.7614,2,8,4,2,43.1741,54.3336,3.5,3.5,6,NA,4,5
12757,199505,-0.2656,2,8,3,2,50.1928,64.6836,4,4,10,5,5,4
12758,199310,-0.9394,1,8,2,2,43.401,48.7848,1.5,1.5,11,2,NA,NA
12759,199504,-0.4021,1,2,NA,NA,49.7629,NA,1.5,2,NA,NA,NA,2
12760,199300,NA,2,NA,NA,NA,NA,41.8289,3.5,3.5,NA,NA,3,4
12761,199412,0.9771,1,2,5,4,68.2148,NA,3,2.5,11,6,NA,NA
12762,199312,-1.2098,1,3,2,NA,52.1947,50.2638,NA,2,4,NA,NA,NA
12763,199505,-0.6665,1,6,2,NA,54.5854,54.6099,1.5,1,10,6,2,4
12764,199411,-0.0434,2,8,2,2,41.807,43.2932,3.5,2.5,6,4,4,5
12765,199504,-0.5007,2,8,2,2,60.4587,52.4927,2.5,3,6,6,NA,NA
12767,199500,NA,1,NA,NA,NA,NA,54.4345,2.5,2,NA,NA,4,NA
12768,199407,0.0456,2,3,3,3,47.1041,46.8031,2.5,3,10,6,5,4
12769,199504,0.9193,2,2,4,4,66.6306,58.9762,4,4,10,6,6,6
12770,199412,-0.6861,1,5,NA,NA,43.0389,NA,2.5,1,NA,2,NA,NA
12771,199507,0.8521,1,3,5,4,44.5372,44.6001,2,2,10,5,NA,NA
12773,199310,-1.1153,1,6,1,NA,28.1832,NA,0.5,0.5,2,NA,NA,NA
12774,199505,1.7876,2,2,5,7,63.929,66.8362,3.5,3.5,8,5,5,NA
12775,199504,-1.0772,1,5,1,NA,43.764,NA,NA,NA,6,5,NA,NA
12777,199506,0.3861,1,8,3,4,62.8823,52.4262,2.5,2.5,4,6,6,3
12778,199503,1.4051,1,3,7,4,53.9085,45.2005,2.5,2.5,10,6,6,5
12779,199500,NA,2,5,1,NA,NA,44.6735,2.5,2,10,NA,NA,NA
12780,199503,-0.5628,1,5,2,NA,49.9787,46.4479,3.5,3,7,2,3,4
12781,199504,-0.3177,1,6,NA,NA,28.3723,37.5442,2.5,2,NA,6,2,3
12782,199400,NA,1,3,NA,NA,NA,52.5716,1,1,NA,NA,5,NA
12783,199506,-0.7758,2,8,1,1,50.994,51.6913,2,2.5,6,6,5,NA
12784,199500,NA,2,NA,NA,NA,NA,47.9278,3.5,3.5,NA,NA,3,3
12785,199402,0.2011,1,8,3,2,49.6353,46.8583,2.5,2.5,8,6,6,6
